file,sqlite_success,sqlite_header_precision,sqlite_header_recall,sqlite_header_f1,sqlite_record_precision,sqlite_record_recall,sqlite_record_f1,sqlite_cell_precision,sqlite_cell_recall,sqlite_cell_f1
moj-aramis-data-march-11.csv,1,0.2857142857142857,0.0004425757911042266,0.0008837825894829872,1.0,1.0,1.0,1.0,1.0,1.0
April-2011-for-publication.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
tetranatrolite.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLA_6%Talc-1hz.csv,1,0.16666666666666666,0.0008688097306689834,0.0017286084701815037,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.25_7.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_5.dat__m23.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Auto_Tone_sub242_nov.csv,1,1.0,1.0,1.0,0.9964285714285714,1.0,0.998211091234347,0.9964285714285714,1.0,0.998211091234347
ResultsOR30x100-0.25_10.dat__m21Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
narrow.csv,1,1.0,1.0,1.0,0.995475113122172,1.0,0.9977324263038548,0.995475113122172,1.0,0.9977324263038548
ResultsOR30x250-0.75_9.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
nati-clin-audi-bowe-canc-2017-tran-main-fiel-list.csv,1,0.125,0.125,0.125,1.0,1.0,1.0,1.0,1.0,1.0
senior-staff-march-2020.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1% nano+20% micro.csv,1,1.0,1.0,1.0,0.9997060552616108,1.0,0.9998530060267529,1.0,1.0,1.0
ResultsOR30x100-0.75_10.dat__m13.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
dwp-cmg-spend-1214.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Batch_3250493_batch_results.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
mos-oct-dec-2014.csv,1,0.2222222222222222,0.004073319755600814,0.007999999999999998,1.0,1.0,1.0,1.0,1.0,1.0
locations-1998.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public-toilet-borough-grid.csv,1,0.1111111111111111,0.02247191011235955,0.037383177570093455,1.0,1.0,1.0,1.0,1.0,1.0
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
download (10).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-2016.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
fr_hypo1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% SiO2_003.csv,1,1.0,1.0,1.0,0.9997103128621089,1.0,0.9998551354483557,1.0,1.0,1.0
ResultsOR30x250-0.75_2.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.3625,0.6904761904761905,0.47540983606557374,1.0,1.0,1.0,1.0,1.0,1.0
Auto_Tone_sub205_over.csv,1,1.0,1.0,1.0,0.9964285714285714,1.0,0.998211091234347,0.9964285714285714,1.0,0.998211091234347
fr_RG65_pageid.csv,1,1.0,1.0,1.0,0.0975609756097561,0.8,0.1739130434782609,0.12195121951219512,0.37037037037037035,0.18348623853211007
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.25116279069767444,0.6084507042253521,0.35555555555555557,1.0,1.0,1.0,1.0,1.0,1.0
Sun2014-Rs.csv,1,0.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523,1.0,0.9090909090909091,0.9523809523809523
ResultsOR30x250-0.50_4.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_4.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
trinity-house__31-03-2015__dft_310315-Trinity-House-Organogram-ver-1-junior.csv,1,0.27698863636363635,0.5963302752293578,0.3782735208535402,1.0,1.0,1.0,1.0,1.0,1.0
Feb-2016.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.013333333333333334,0.043478260869565216,0.02040816326530612
dd_Wickenburg_nobmp_623.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
over25k-transparency.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Copy_of_2016-17_Q3_Final_V2.csv,1,0.03699551569506727,0.00528169014084507,0.009243697478991597,1.0,1.0,1.0,1.0,1.0,1.0
10.January_2019.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.25_5.dat__m28.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_1.dat__m21Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
erionite.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
download (6).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Takakai2008-ch4.csv,1,0.0,0.0,0.0,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.6818181818181818,0.7142857142857143,0.6976744186046512
S30out.csv,1,0.0033112582781456954,0.002824858757062147,0.0030487804878048786,1.0,1.0,1.0,1.0,1.0,1.0
LOS_1050CFit.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
student_loans_company_limited-2011-09-30-organogram-senior.csv,1,0.4127906976744186,0.7395833333333334,0.5298507462686568,1.0,1.0,1.0,1.0,1.0,1.0
OccurrenceData351.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_1.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokad pollen.csv,1,0.04265402843601896,0.25,0.07287449392712551,1.0,1.0,1.0,1.0,1.0,1.0
HMRC_spending_over_25000_for_September_2018.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
epcs-dwp-cmg-spend-july-2017.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pssave_traindata_m=10_n=10_timelow=15_timehight=30_numofloop=2000.csv,1,1.0,1.0,1.0,0.9,1.0,0.9473684210526316,0.9,1.0,0.9473684210526316
hist_2000_15O.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mordenite-dh-2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_5.dat__m29Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Oct_2013.csv,1,0.17073170731707318,0.06086956521739131,0.08974358974358974,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_1.dat__m21.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ministers-overseas-travel-jan-mar-2013.csv,1,0.3333333333333333,0.1111111111111111,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Consular_cases_April_2016.csv,1,0.012195121951219513,0.00819672131147541,0.009803921568627453,1.0,1.0,1.0,1.0,1.0,1.0
NBA_scores_out.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
workforce-management-information-dft_201706.csv,1,0.8540145985401459,0.06625141562853908,0.12296374146085129,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.50_6.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
AL5083-emissivity.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bioprofile_fits_K1par-0mMCD_sets.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_10.dat__m28Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wairakite-dh.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine_Cellar_Consumption_dataset_14-15.csv,1,0.5,0.004796163069544364,0.009501187648456057,1.0,1.0,1.0,1.0,1.0,1.0
W44out.csv,1,0.0033112582781456954,0.002824858757062147,0.0030487804878048786,1.0,1.0,1.0,1.0,1.0,1.0
rape_table_3_prosecution_outcomes_0708_1314.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
hypo5.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sustainability_-_Water_consumption_P_56.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
vissim_data_conf2473_i7_v1987.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vissim_data_conf2473_i12_v2026.csv,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.009900990099009901,0.08181818181818182,0.017664376840039256
extended.csv,1,1.0,1.0,1.0,0.995475113122172,1.0,0.9977324263038548,0.995475113122172,1.0,0.9977324263038548
S39.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Resultsgk06.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
SouthTrent_Demand_zone-based.csv,1,1.0,1.0,1.0,0.99609375,1.0,0.9980430528375733,0.99609375,1.0,0.9980430528375733
O18_air.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Note_4_Staff_costs_-_Average_number_of_persons_employed_13-14.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
W38out.csv,1,0.0033112582781456954,0.002824858757062147,0.0030487804878048786,1.0,1.0,1.0,1.0,1.0,1.0
20170320-ePC_Data-Travel-Stationery.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
business_expenses_apr_jun_14_peter_lewis.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPC_DCLG_December_2015_for_Publication.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
W32.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Wind Direction.csv,1,1.0,1.0,1.0,0.9999942308247036,1.0,0.9999971154040309,0.9999942308247036,1.0,0.9999971154040309
"Businesses with a rateable value of less than £12,000 - March 2016.csv",1,0.14285714285714285,4.884482000683827e-05,9.765624999999999e-05,1.0,1.0,1.0,1.0,1.0,1.0
june_2015(1).csv,1,0.09090909090909091,2.6424966308167956e-05,5.283457494584456e-05,1.0,1.0,1.0,1.0,1.0,1.0
planning-application-aug-17.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
air_quality_station3_2006.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wakefield Council Procurement Card Transactions 2018-19 Q2.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spending_2020_01.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Humidity.csv,1,1.0,1.0,1.0,0.9999699076163823,1.0,0.9999849535818,0.9999699076163823,1.0,0.9999849535818
fire_archive_V1_50574.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
all.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.36495132127955493,0.11572216097023154,0.1757240917461912
