file,mysql_success,mysql_header_precision,mysql_header_recall,mysql_header_f1,mysql_record_precision,mysql_record_recall,mysql_record_f1,mysql_cell_precision,mysql_cell_recall,mysql_cell_f1
row_more_sep_row29_col1.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99867197875166,0.99867197875166,0.99867197875166
row_extra_quote49_col3.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9946879150066401,0.9920529801324504,0.993368700265252
row_less_sep_row3_col8.csv,1,1.0,1.0,1.0,0.024096385542168676,0.6666666666666666,0.046511627906976744,0.150066401062417,0.07262210796915167,0.09787786920744912
row_less_sep_row34_col5.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9960159362549801,0.9933774834437086,0.9946949602122016
row_less_sep_row75_col4.csv,1,1.0,1.0,1.0,0.8795180722891566,0.9733333333333334,0.9240506329113923,0.9123505976095617,0.8247298919567827,0.8663303909205547
row_extra_quote74_col0.csv,1,1.0,1.0,1.0,0.8674698795180723,0.972972972972973,0.9171974522292995,0.899070385126162,0.8002364066193853,0.8467792370231394
row_field_delimiter_73_0x20.csv,1,1.0,1.0,1.0,0.8554216867469879,0.9726027397260274,0.9102564102564102,0.8871181938911022,0.779463243873979,0.8298136645962733
row_less_sep_row13_col7.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99734395750332,0.9960212201591512,0.9966821499668215
row_less_sep_row75_col7.csv,1,1.0,1.0,1.0,0.8795180722891566,0.9733333333333334,0.9240506329113923,0.9136786188579017,0.8249400479616307,0.867044738500315
row_more_sep_row25_col0.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99867197875166,0.99867197875166,0.99867197875166
row_extra_quote25_col2.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9920318725099602,0.9880952380952381,0.9900596421471173
row_extra_quote70_col4.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9960159362549801,0.9933774834437086,0.9946949602122016
row_less_sep_row50_col6.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99734395750332,0.9947019867549669,0.9960212201591512
row_more_sep_row14_col1.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99867197875166,0.99867197875166,0.99867197875166
row_more_sep_row71_col3.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99867197875166,0.99867197875166,0.99867197875166
row_more_sep_row78_col4.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.99867197875166,0.99867197875166,0.99867197875166
