file,rhypoparsr_success,rhypoparsr_header_precision,rhypoparsr_header_recall,rhypoparsr_header_f1,rhypoparsr_record_precision,rhypoparsr_record_recall,rhypoparsr_record_f1,rhypoparsr_cell_precision,rhypoparsr_cell_recall,rhypoparsr_cell_f1
moj-aramis-data-march-11.csv,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143
April-2011-for-publication.csv,1,1.0,1.0,1.0,0.05303030303030303,0.05303030303030303,0.05303030303030304,0.7822895159440238,0.7822895159440238,0.7822895159440237
tetranatrolite.csv,1,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.7763157894736842,0.7763157894736842,0.7763157894736842
scottish_law_commission-2011-03-31-organogram-junior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
PLA_6%Talc-1hz.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026775956284153007,0.06314432989690721,0.03760552570990023
ResultsOR30x250-0.25_7.dat.csv,1,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.0,0.0,0.0,0.9636324968098682,0.9669227486128894,0.9652748189177673
ResultsOR30x100-0.50_5.dat__m23.csv,1,0.047244094488188976,0.047244094488188976,0.04724409448818897,0.0,0.0,0.0,0.9486023444544635,0.9557843731072078,0.952179815960175
Auto_Tone_sub242_nov.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.99644128113879,0.99644128113879,0.99644128113879
ResultsOR30x100-0.25_10.dat__m21Infos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9393939393939394,0.96875,0.9538461538461539
narrow.csv,1,0.0,0.0,0.0,0.995475113122172,1.0,0.9977324263038548,0.9910317557376381,0.9955160623246863,0.9932688477370459
ResultsOR30x250-0.75_9.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9393939393939394,0.96875,0.9538461538461539
nati-clin-audi-bowe-canc-2017-tran-main-fiel-list.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04318181818181818,0.59375,0.08050847457627118
senior-staff-march-2020.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8804554079696395,0.8804554079696395,0.8804554079696395
1% nano+20% micro.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4513521457965902,0.30090143053106017,0.3610817166372722
ResultsOR30x100-0.75_10.dat__m13.csv,1,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.8638049814520403,0.9287749287749287,0.8951125755079626
dwp-cmg-spend-1214.csv,1,0.75,0.75,0.75,0.5,0.5,0.5,0.7222222222222222,0.7222222222222222,0.7222222222222222
Batch_3250493_batch_results.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mos-oct-dec-2014.csv,1,0.0,0.0,0.0,0.19148936170212766,0.6923076923076923,0.30000000000000004,0.27314814814814814,0.9365079365079365,0.4229390681003584
locations-1998.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public-toilet-borough-grid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.7652173913043478,0.6616541353383458,0.7096774193548387,0.9405458089668616,0.8001658374792703,0.8646953405017921
download (10).csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-2016.csv,1,1.0,1.0,1.0,0.9761658031088083,0.9761658031088083,0.9761658031088083,0.9978556640047324,0.9978556640047324,0.9978556640047324
fr_hypo1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% SiO2_003.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4474217844727694,0.2982811896485129,0.3579374275782155
ResultsOR30x250-0.75_2.dat.csv,1,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.0,0.0,0.0,0.9636324968098682,0.9669227486128894,0.9652748189177673
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.9473684210526315,1.0,0.972972972972973,0.0,0.0,0.0,0.9078947368421053,0.9583333333333334,0.9324324324324325
Auto_Tone_sub205_over.csv,1,0.0,0.0,0.0,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.8736654804270463,0.8736654804270463,0.8736654804270464
fr_RG65_pageid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.9473684210526315,1.0,0.972972972972973,0.0,0.0,0.0,0.8788249694002448,0.9276485788113695,0.9025769956002514
Sun2014-Rs.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456
