"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Org";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0.998797354179194";"0.98038949582683";"0.996782326013401";"0.968428961079262";"0.997140803450204";"0.997822427452858";"0.993801171407709";"0.986280109262478";"0.94581645072332";"0.999776636140272";"0.970299857210852";"0.994065815500809";"0.998842386464826";"0.997173042129749";"0.985151313601596";"0.99554182721396";"0.996270324155237";"0.991046603998411";"0.999297459143904";"0.998810660240059";"0.985591057409621";"0.999852193449214";"0.987658027285767";"0.995570070490849";"0.992374660409978";"0.997175325735558";"0.9890875501002";"0.999866686663667";"0.995341845752325";"0.9952031010256";"106865";"TRUE";"TIME_LIMIT";"1440.00199389458"
"Org_kmax_kmin";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0.998797354179194";"0.98038949582683";"0.996782326013401";"0.968428961079262";"0.997140803450204";"0.997822427452858";"0.993801171407709";"0.986280109262478";"0.94581645072332";"0.999776636140272";"0.970299857210852";"0.994065815500809";"0.998842386464826";"0.997173042129749";"0.985151313601596";"0.99554182721396";"0.996270324155237";"0.991046603998411";"0.999297459143904";"0.998810660240059";"0.985591057409621";"0.999852193449214";"0.987658027285767";"0.995570070490849";"0.992374660409978";"0.997175325735558";"0.9890875501002";"0.999866686663667";"0.995341845752325";"0.9952031010256";"106865";"TRUE";"TIME_LIMIT";"1440.00524187088"
"Dim.  1";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"1";"1.01578472639808";"0.975249372328154";"0.971372653088304";"0.928217943064334";"1.02394377445891";"1.0519991969236";"0.982475492099989";"1.04066302458406";"0.938745012247916";"1.06198347107438";"0.932682849436776";"0.992954177633192";"0.994568121104185";"1.06188614629103";"0.938177585633522";"0.977788746298124";"1.02373586332543";"0.961985303852774";"1.01774752019805";"0.983130154457677";"0.965140697186056";"0.972493200898664";"0.975199306180993";"1.03880230226993";"1.02282971103976";"1.00395127845084";"1.03029496492986";"1.03254511823227";"1.03835544029469";"1.04126625211984";"108937";"FALSE";"TIME_LIMIT";"0.0257449150085449"
"Dim.  2";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0.999398677089597";"0.984189455112981";"0.984906786970079";"0.937413232724125";"1.0242312914304";"1.05474818921715";"0.966504575325866";"1.04890427116961";"0.938036327781972";"1.07249752704298";"0.944756465175313";"0.985499664873878";"0.986257049569605";"1.05216141121737";"0.927951446624543";"0.97805942107442";"1.01706713416521";"0.969134780881769";"1.00891557800713";"0.967449648675295";"0.958937744322037";"0.968620669268062";"0.999716468194403";"1.02763047274138";"1.02480550753272";"0.991966822323091";"1.05265217935872";"1.04519322101685";"1.02973289945325";"1.05045627069369";"108904";"FALSE";"TIME_LIMIT";"0.0312538146972656"
"Dim.  3";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0.999832965858221";"0.962017371242451";"0.990778212698202";"0.9333137341369";"1.03036498682214";"1.06969776528548";"0.986266254447155";"1.04341010677924";"0.940131568811721";"0.996234723507451";"0.932460732984293";"1.00271370420624";"0.997818343722173";"1.03545812871543";"0.956568007981377";"0.980208897239117";"1.03851706713417";"0.97535747385145";"1.01903551176756";"0.992253642353015";"0.979016573514684";"0.979321863544992";"0.986056906501217";"1.01594127918256";"1.01057359841936";"1.00987819612709";"1.02097945891784";"1.02321318468896";"1.03424238920365";"1.04985867721877";"108729";"FALSE";"TIME_LIMIT";"0.0359261035919189"
"Dim.  4";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0.997043495690519";"0.934247133066431";"0.984939958866848";"0.911901612033907";"1.04405398929798";"0.993467282358574";"0.988441282023397";"1.06014092376459";"0.932520913894837";"0.991879128242765";"0.931080437886721";"1.02425986169917";"0.999718017215791";"1.04548979064358";"0.978001330229465";"0.963395217017482";"1.05828263036678";"0.970028465510393";"1.03020925681214";"1.00355237007246";"0.978935805899267";"0.962279768239328";"0.999099369558691";"1.01028261010153";"1.02250555692764";"0.976635208829964";"1.04189629258517";"1.02904564315353";"1.04712664563339";"1.02380683194702";"108402";"FALSE";"TIME_LIMIT";"0.0436508655548096"
"Dim.  5";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"0.999098015634396";"0.969328900047499";"0.987892257679294";"0.933754716056642";"1.03089210126987";"0.993776157897175";"1.00991191138316";"0.997796126148498";"0.934862653869263";"0.999505408596318";"0.932540060288751";"1.02002582923281";"0.984461264470169";"1.04752520031016";"0.975756568007981";"0.985749769130338";"1.02822178680692";"0.986627830001324";"1.02243112590536";"0.992660521744574";"1.00545989080218";"0.960506089629892";"0.998882551119117";"1.02109875185928";"1.01751975796493";"0.972487999216275";"1.02858842685371";"1.03517805662484";"1.04080014536084";"1.06655899216668";"108403";"FALSE";"TIME_LIMIT";"0.05228590965271"
"Dim.  6";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"0.996275138638338";"0.960507565990364";"0.959994692496517";"0.902151011808516";"1.00384953278492";"0.997528995691186";"0.975095934252024";"0.999115346411721";"0.952579765517879";"0.996234723507451";"0.936411232746311";"1.0196825293031";"1.00550608489166";"1.05080447143965";"0.972963086132358";"0.981673725440245";"1.03946237668007";"0.995912220309811";"1.02698091430674";"1.01098574357209";"0.974186670112752";"0.977341255764456";"0.993545481837286";"0.998706589924335";"1.04356013830575";"0.982284557358848";"1.03752818136273";"1.03524471329301";"1.06514808635755";"0.992522005975935";"108011";"FALSE";"TIME_LIMIT";"0.0635578632354736"
"Dim.  7";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0.994571390392196";"0.953671032096085";"0.991524580375506";"0.932105117023535";"1.03212203498123";"0.999042485830335";"0.972315006136685";"0.996150980879066";"0.953442511824246";"0.998149270876544";"0.923227034745359";"1.01634761570025";"1.02462154942119";"1.05132140087878";"0.958546724309943";"0.95414450848645";"1.08746691416589";"1.0045346220045";"1.0700366324875";"0.99222234393828";"1.00489451749427";"0.964230814709708";"1.03285633276627";"1.01109099139882";"1.04687885897753";"0.972781895960553";"1.03682364729459";"0.998633538302588";"0.995688729579279";"0.996689009125414";"108167";"FALSE";"TIME_LIMIT";"0.0775079727172852"
"Dim.  8";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0.999799559029866";"0.977285064802877";"0.978338751409806";"0.976448298953076";"1.04089130261161";"0.998687278960943";"0.983283359485451";"0.996663148745965";"0.938252014358564";"0.992469447014902";"0.948119942884341";"1.01351947818411";"1.01994657168299";"1.04762212457999";"0.944878616561357";"0.961564181766073";"0.999381251933588";"0.995680524294982";"1.04268772058947";"1.00070421433154";"0.983313410654864";"0.977134326593355";"1.01342606491211";"1.02290952596521";"1.03858977525315";"0.960209646344251";"1.05977580160321";"1.03379493076039";"0.989841259353475";"0.994912379875636";"107897";"FALSE";"TIME_LIMIT";"0.0959341526031494"
