"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Org";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.996788526681624";"0.999859966391934";"0.994030709068952";"0.993957703927492";"0.998443320772542";"0.990064917308919";"0.993507121741467";"0.999765343345351";"0.99491728653134";"0.999887388655533";"0.993044906900329";"0.959638041016477";"0.983706287756318";"0.99367448161339";"0.99904651355609";"0.998928972874382";"0.992256624306759";"0.989661033463608";"0.992634935786185";"0.996837859639688";"0.990335820141121";"0.999052072127725";"0.997282608695652";"0.999653236817581";"0.981804821338481";"0.994940578711678";"0.99630323749897";"0.999921731741133";"0.995529307870626";"0.999826946580573";"153007";"TRUE";"TIME_LIMIT";"1440.00787115097"
"Org_kmax_kmin";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.996788526681624";"0.999859966391934";"0.994030709068952";"0.993957703927492";"0.998443320772542";"0.990064917308919";"0.993507121741467";"0.999765343345351";"0.99491728653134";"0.999887388655533";"0.993044906900329";"0.959638041016477";"0.983706287756318";"0.99367448161339";"0.99904651355609";"0.998928972874382";"0.992256624306759";"0.989661033463608";"0.992634935786185";"0.996837859639688";"0.990335820141121";"0.999052072127725";"0.997282608695652";"0.999653236817581";"0.981804821338481";"0.994940578711678";"0.99630323749897";"0.999921731741133";"0.995529307870626";"0.999826946580573";"153007";"TRUE";"TIME_LIMIT";"1440.00283527374"
"Dim.  1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1.01528749285117";"1.02915699767944";"1.00434757605383";"0.979439112657863";"0.995136719379046";"0.976423167681105";"1.00208546089761";"0.98239008468972";"0.998302225146168";"0.99989864978998";"0.976681270536692";"0.960219835019843";"0.987024589466519";"1.01399479974654";"1.00621838985159";"1.01459141905792";"0.997035193991326";"0.981812079810326";"1.00480518917043";"1.0073030384512";"1.00184994237884";"1.00938342084802";"1.0258655394525";"1.0289763984309";"0.947136370615719";"1.02888176024802";"1.02724689018865";"1.03033454090076";"0.986709349817861";"0.979925803346421";"154894";"FALSE";"TIME_LIMIT";"0.0922248363494873"
"Dim.  2";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.999516079362984";"1.03374809954389";"1.01299672206567";"0.975595956145314";"0.99195894661127";"0.97420524402224";"0.999656006449879";"0.98415000959959";"0.993208900584671";"1.0028941115528";"0.981237677984666";"0.963544372181935";"0.971698715221646";"1.01788406493762";"0.995864770748694";"0.99908803630888";"1.00319733981328";"0.982136864099427";"1.00634545296772";"1.01522990051089";"1.00696508360122";"1.00418579386297";"1.01555510824834";"1.03761296894302";"0.956305249073241";"1.03365053393042";"1.02805008649806";"1.04018516033812";"0.982812672480406";"0.985333722703527";"154767";"FALSE";"TIME_LIMIT";"0.0672931671142578"
"Dim.  3";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.999802032466675";"1.03477834680323";"1.01687273563747";"0.976973087228977";"0.999431006903067";"0.982033805612663";"1.0014834721849";"0.978240928387055";"0.987627465752698";"0.998975236765352";"0.980153340635268";"0.952957799156399";"0.989577129243597";"1.01739244433762";"1.00885084155543";"1.00945897223813";"0.993837854178051";"0.993861576935985";"1.01424201666088";"0.999472976606615";"0.999262044843412";"0.991681666648915";"1.01838432635534";"1.03567326239137";"0.944493189146505";"1.0311315880124";"1.04100420133454";"0.998781251397648";"0.994105309636825";"0.981342678217982";"154532";"FALSE";"TIME_LIMIT";"0.0363020896911621"
"Dim.  4";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.999923012625929";"1.0160138433224";"1.0197366151015";"0.984926286123002";"0.991658346484589";"0.984727722020235";"1.01890889545821";"0.980075516777951";"0.985791746691992";"0.991227576266033";"0.991073384446878";"0.963741766575934";"0.997809070024675";"1.00367076714663";"1.00355484619849";"0.996712689020381";"0.987850108709554";"0.989141378601046";"1.00037964248525";"0.997418660930358";"0.996876326802936";"1.00738105635378";"1.0342525496511";"1.03600918922433";"0.952170479720985";"1.03514683086462";"0.994326138891177";"0.996567377789704";"0.995297494204658";"0.993142758255189";"154161";"FALSE";"TIME_LIMIT";"0.0437300205230713"
"Dim.  5";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.989012801900488";"1.01722413379211";"1.01630916096383";"0.976642148751508";"0.996510891386733";"0.985142949737191";"0.997258801397474";"0.992309661454445";"0.995713118494074";"0.992241078366235";"0.962486308871851";"0.966266336983398";"0.992555092316855";"1.00650031682216";"1.00514053561065";"1.00787894212212";"0.98489692939111";"0.988351070164233";"0.999457653592503";"1.0014197364883";"1.01337417359131";"0.999648521126011";"1.02179504383611";"0.999122255694502";"0.970420496172322";"1.02296116086807";"0.998506878655573";"0.99442059126079";"0.985362622806049";"0.993542944287615";"153702";"FALSE";"TIME_LIMIT";"0.051764965057373"
"Dim.  6";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0.995963661959439";"1.03172761462751";"1.02094427511645";"0.977923200922358";"0.998529206523023";"0.983087066162992";"1.00076323568933";"0.981312797320648";"1.00024405513524";"0.990394252316978";"0.979200438116101";"0.969216863714755";"0.990810856802518";"1.01220311578211";"1.01697620429483";"1.02126147907786";"0.990035926472811";"1.01135662397558";"0.999175633460604";"0.996300080666846";"1.00223408341926";"1.00289703799167";"1.01443684022186";"0.998125311545047";"0.947377656890917";"0.994542283844299";"0.997837548397726";"0.996220761214723";"0.992482613975052";"0.976735130925728";"153765";"FALSE";"TIME_LIMIT";"0.0630831718444824"
"Dim.  7";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.996854515859399";"0.999629911178683";"0.989821151302548";"0.97988748091766";"1.00317777276778";"0.999898724947084";"1.01164203171191";"1.00164259658255";"1.01492980762089";"0.982410107994279";"0.97026286966046";"0.969840214432647";"0.973581213307241";"1.00906766884436";"1.01088218224028";"1.01217365485356";"1.014451975956";"1.0113133194037";"0.997537747309962";"1.00286098413552";"1.00610582074766";"1.01992778706771";"1.01754562533548";"0.984038057259271";"0.966680558906754";"0.998579056148812";"0.999289480187824";"0.991021512590008";"1.01908599183133";"0.998161307418584";"153520";"FALSE";"TIME_LIMIT";"0.0772409439086914"
"Dim.  8";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.997756367955655";"0.996189085380491";"0.993777675542009";"0.987733925464115";"1.01127250475056";"0.994045026888527";"1.00280569739317";"0.992768308552168";"1.00537982406808";"1.00833323949055";"0.973263964950712";"0.966765017557712";"0.980590062111801";"1.00798610352437";"1.01748403946605";"1.02306419800216";"1.00276715227476";"0.999307126849917";"1.01251735508504";"1.00791610648024";"1.01335395564182";"0.991457998274558";"1.03651145106459";"0.995687132918662";"0.943813200552765";"0.999623234584912";"0.995407364692314";"0.99559461514379";"0.998421459322221";"0.996041403030598";"153667";"FALSE";"TIME_LIMIT";"0.0961389541625977"
