"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Org";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0.995087585681645";"0.994153561517114";"0.981856190588885";"0.999118640748176";"0.980413742488877";"0.991188001294824";"0.976770560400454";"0.960849263678812";"0.97749527572582";"0.965968154442703";"0.999164926931106";"0.936507936507937";"0.999713641407452";"0.963025556471558";"0.913867841409692";"0.95119852489244";"0.994031166125866";"0.950597481754752";"0.992162268609689";"0.993417527745886";"0.997718697902957";"0.998309569307658";"0.969667534990507";"0.997285281504505";"0.97830443495687";"0.974826591847868";"0.983950012251899";"0.992926098535286";"0.978546482620988";"0.983706882848514";"41630";"TRUE";"OPTIMAL";"71.5361251831055"
"Org_kmax_kmin";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0.995087585681645";"0.994153561517114";"0.981856190588885";"0.999118640748176";"0.980413742488877";"0.991188001294824";"0.976770560400454";"0.960849263678812";"0.97749527572582";"0.965968154442703";"0.999164926931106";"0.936507936507937";"0.999713641407452";"0.963025556471558";"0.913867841409692";"0.95119852489244";"0.994031166125866";"0.950597481754752";"0.992162268609689";"0.993417527745886";"0.997718697902957";"0.998309569307658";"0.969667534990507";"0.997285281504505";"0.97830443495687";"0.974826591847868";"0.983950012251899";"0.992926098535286";"0.978546482620988";"0.983706882848514";"41630";"TRUE";"OPTIMAL";"89.2805840969086"
"Dim.  1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1.0490860624524";"0.985568917668825";"1.11967025598548";"1.00014689320864";"1.07802394385579";"0.99971226126677";"0.986586367369286";"0.959013449335515";"0.949450266277272";"0.935483870967742";"0.978997912317328";"0.978848915279233";"1.00758850270251";"0.990849134377576";"0.924863436123348";"0.940503995082975";"1.06129071025117";"0.862138102494186";"1.04868058290666";"0.99911978568695";"1.09805211897868";"0.955166838159635";"1.01973597068303";"1.00464256206476";"1.144201446371";"1.04730730262645";"0.98431756922323";"0.929885153129161";"0.961250623648761";"0.998966777936735";"43495";"FALSE";"OPTIMAL";"0.0120248794555664"
"Dim.  2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1.07677075399848";"0.954005550416281";"1.13895791425078";"0.99505459530921";"0.990092197605614";"1.0171204546272";"0.990457940635877";"0.914794269066528";"0.950566912901563";"0.956480488408547";"0.957369519832985";"0.951216672488066";"1.02262232881125";"0.965375103050289";"0.915348017621145";"0.921655398483917";"1.01045547410167";"0.920402598444142";"1.06238676644348";"1.00654420206659";"1.07251908396947";"0.934330442451859";"1.02459269724933";"1.01786206082543";"1.15443931340943";"1.0535032343543";"0.989014130523564";"0.955143142476698";"0.986653916514219";"1.01005404546177";"43396";"FALSE";"OPTIMAL";"0.0050048828125"
"Dim.  3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1.06869763899467";"0.932765957446808";"1.11162387094229";"0.949615629437399";"1.02577863400761";"1.05855483221235";"0.988854561808298";"1.01037634194038";"0.973544064593712";"1.02173913043478";"0.989436325678497";"0.923933713664765";"1.03633174642947";"0.952967848309975";"0.9904140969163";"0.916123745134194";"1.01898810239154";"0.931028951800465";"1.07636864907444";"1.03689246077306";"1.06045450557164";"0.974864030574746";"1.00048567265663";"1.03245859070701";"0.983358020388603";"1.01141766035383";"0.919423343951646";"0.939289280958722";"1.03384333943123";"0.927793673501828";"42966";"FALSE";"TIME_LIMIT";"0.0357367992401123"
"Dim.  4";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1.01766945925362";"0.970508788159112";"0.993452451386424";"0.993389805611321";"1.05499747717995";"1.05790742006258";"0.977044308005162";"0.962844714051961";"1.01868235698334";"0.971825756950747";"0.999498956158664";"0.886405091784065";"1.04420660772452";"0.918796372629843";"0.940017621145374";"0.915017414464249";"1.00957416977126";"0.933234421364985";"1.0801890508074";"1.0256027554535";"1.08923400894972";"0.996986623548434";"1.01545322089275";"1.09033324153126";"0.999346519125207";"0.995947315096251";"1.0026137384628";"0.967917776298269";"1.03305338433394";"0.956326498171992";"42815";"FALSE";"TIME_LIMIT";"0.0426809787750244"
"Dim.  5";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0.997524752475248";"1.00173913043478";"0.993334122194612";"0.974979190128776";"1.0332094858034";"1.03255044419667";"0.961518908138125";"0.961368080775831";"1.03302697131077";"0.986634766108407";"1.02016701461378";"0.998874529436877";"1.0497906002792";"0.891302555647156";"0.984599118942731";"0.911329645564434";"0.997796739173977";"0.977825006014917";"1.06384403308389";"1.0025641025641";"1.09888567166798";"0.942341613993826";"0.993112278687801";"1.02608490380454";"0.999520780691818";"1.02112072324838";"0.972229028832802";"0.962674766977364";"1.06697987693331";"0.962486091241456";"42754";"FALSE";"TIME_LIMIT";"0.0517480373382568"
"Dim.  6";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1.00997715156131";"0.974949121184089";"0.989153157417268";"0.939528962444303";"1.10742626485024";"1.02589648599072";"0.965859763012788";"0.969349882268428";"1.05441504896066";"0.981230921541127";"1.02450939457202";"0.978848915279233";"0.991946164584601";"0.961582852431987";"0.965709251101322";"0.963900839991805";"1.0169450787165";"0.961745127917235";"1.02823946435605";"1.03497895139686";"0.994910941475827";"0.968359547258562";"0.97019735970683";"1.05303537002793";"0.983662978130173";"1.02587483438547";"1.01159846442865";"0.960802263648469";"1.01297189422917";"0.964353838817358";"42638";"FALSE";"TIME_LIMIT";"0.0625619888305664"
"Dim.  7";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0.993945163747144";"0.940906567992599";"0.992821362363428";"0.888116339421241";"0.993899362414568";"1.03312592166313";"1.00007821360135";"0.961368080775831";"1.0180810857241";"0.921829882022935";"1.06325678496868";"0.975356075600574";"1.01993771700612";"0.954245671887881";"0.955911894273128";"0.936734275763163";"1.00701037535553";"0.994787071938407";"1.09755809373769";"1.00597014925373";"0.992980608932175";"0.97265912097604";"1.00538655128262";"1.03033402840618";"0.99028491766141";"1.01913334892058";"0.985665278118108";"0.954186085219707";"1.0817395642774";"0.945676363058337";"42435";"FALSE";"TIME_LIMIT";"0.0776119232177734"
"Dim.  8";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1.01054836252856";"0.956151711378353";"0.994951287816038";"0.908926210644861";"0.988716113939728";"1.05661259576305";"1.04360408274999";"0.9855529392984";"1.02366431884556";"0.962915601023018";"1.03511482254697";"0.974929172973183";"0.998102874324373";"0.960593569661995";"0.967718061674009";"0.941077648022946";"1.0251572327044";"0.972932873526345";"0.97219377707759";"1.0228855721393";"0.984557339650785";"0.943738056739674";"0.912225705329154";"1.10477239642759";"0.988585867386948";"1.03269425609851";"0.934166462468349";"0.919482356857523";"1.05459005488109";"0.973970751867748";"42256";"FALSE";"TIME_LIMIT";"0.0957329273223877"
"Dim.  9";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0.975590251332826";"0.979759481961147";"0.992979134619177";"0.95886990158155";"0.993257190037154";"1.04769269503291";"1.02694458566345";"0.980524404358064";"0.99334306820134";"1.01365398894481";"1.07887265135699";"0.992238134047425";"1.01453269857179";"1.01393239901072";"0.956405286343612";"0.960417947141979";"0.990305652365501";"0.982396342930468";"0.976014178810555";"1.04799081515499";"0.999868386417478";"0.967330589445833";"0.950505541083492";"0.985246095133179";"0.998039557375621";"0.991504948951757";"0.947030956464919";"0.947611517976032";"1.06523366040246";"0.968407248450167";"42363";"FALSE";"TIME_LIMIT";"0.122202157974243"
"Dim.  10";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1.0047981721249";"0.935393154486586";"0.997751745355579";"1.01444449884934";"0.985642860419247";"1.01636514045247";"1.02041374995112";"0.937103404238337";"0.99540456966157";"1.02776173583038";"0.99874739039666";"0.979004152598285";"1.01252818842395";"0.960634789777411";"0.988370044052863";"0.969719319811514";"0.996074189800905";"0.981353757318149";"0.981410003938558";"1.09651741293532";"0.993156093708871";"1.00712920770248";"0.893990904675703";"0.979029783215958";"0.979829223664721";"1.03285012859481";"0.9505431675243";"1.01027796271638";"1.06174122734076";"0.964910189159116";"42198";"FALSE";"TIME_LIMIT";"0.15303111076355"
"Dim.  11";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1.01157654226961";"0.979796484736355";"0.981619532205262";"0.946971551681927";"0.990229805972203";"1.01992590727619";"1.05232489929999";"1.02187013608972";"0.983980415736128";"1.03399059483541";"0.994947807933194";"0.97799511002445";"1.03228693130973";"0.935449299258038";"1.00563876651982";"0.976726080721164";"1.02571806273284";"0.961985724597001";"0.958684521465144";"0.996364332185228";"0.984206370097394";"0.957886226664707";"0.905602896375116";"0.985678876342605";"0.996471203276117";"1.02361468318915";"1.00253205913583";"0.983563581890812";"1.03334442042242";"1.00671594341122";"42032";"FALSE";"TIME_LIMIT";"0.197474002838135"
"Dim.  12";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1.02391469916222";"0.985568917668825";"0.992466374787993";"0.885031582039857";"0.973074629604147";"1.02913354673956";"0.993078096280943";"1.002155086403";"0.925141728225391";"0.99146110056926";"0.993695198329854";"0.998719292117825";"1.09034613594874";"0.908326463314097";"0.987453744493392";"0.970866625691457";"1.04955333894163";"0.972972972972973";"0.998424576604963";"0.998890164561806";"0.985303149951742";"1.00496104659709";"0.968387125259393";"0.987331313687689";"0.997255380325869";"1.0495284856987";"0.922976394674508";"1.06387316910786";"1.01854315649426";"0.989111429025592";"42066";"FALSE";"TIME_LIMIT";"0.257451772689819"
"Dim.  13";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1.07730388423458";"0.974209065679926";"0.993058020747052";"0.957694755912452";"0.993578276225861";"1.01485451210301";"0.978882327636776";"0.970068244402762";"0.983722728053599";"1.02153287682534";"0.989352818371607";"0.986106259944891";"0.989547911372016";"0.991549876339654";"0.998132158590308";"0.997705388240115";"0.987541561511036";"0.99915791162082";"0.996297755021662";"0.979755070799847";"0.995788365359305";"0.933595472585624";"0.953640337321736";"0.979974033127434";"0.975777642241004";"1.03370742732445";"1.01266029567916";"1.00545106524634";"0.990936304673208";"0.953028135431569";"41938";"FALSE";"TIME_LIMIT";"0.340977907180786"
