,Year,ngames,number.neutral.site,raw.mean.HFE,FE.mov.HFE,RE.mov.HFE,se.FE.mov.HFE,se.RE.mov.HFE,nu_prime_eta,nu_prime_eta.permutation.percentile,mean_nu_eta,mean_nu_eta_ttest_pvalue,mean_eta_hat,mean_eta_hat_ttest_pvalue,X.mean_sim.,mean_sim,X.bias_sim.,bias_sim
17,2000,1189,0,3.53994953742641,3.5399495374264,3.53994953742642,0.331234926001801,0.331091546294763,-1.45511923465376E-016,0.114726885273115,6.4926956800751E-020,0.586631271655511,2.45756480300107E-015,0.999999999999998,mean_sim,3.53187398612292,bias_sim,-0.00807555130347959
16,2001,1189,0,2.91589571068124,2.91589571068124,2.91589571068121,0.323455463980415,0.323326683354915,3.46897073276343E-017,0.605252394747605,1.54709908746886E-020,0.908201964715806,-3.56792241824075E-015,0.999999999999996,mean_sim,2.9203396215859,bias_sim,0.00444391090465812
15,2002,1189,0,3.3986543313709,3.3986543313709,3.39865433137092,0.344187008697038,0.34404450615237,4.9046437913359E-016,0.985217014782985,-1.21115828467912E-019,0.595115774509367,2.72403552660074E-015,0.999999999999997,mean_sim,3.38538644811032,bias_sim,-0.0132678832605739
14,2003,1189,0,3.88393608074012,3.88393608074011,3.88393608074011,0.330505909822472,0.330374642832875,-5.4235338211793E-017,0.276799723200277,-7.33019674398017E-021,0.934889889570571,4.54231360379437E-015,0.999999999999995,mean_sim,3.88444075764671,bias_sim,0.000504676906599943
13,2004,1189,0,3.63246425567704,3.63394295875883,3.63381468932536,0.31411221268678,0.314004208679322,-0.000117141369891506,0.415495584504415,-0.00000107457737603331,0.0375670685930757,2.72586371578125E-015,0.999999999999997,mean_sim,3.65001510432579,bias_sim,0.0160721455669592
12,2005,1230,0,3.1260162601626,3.12601626016261,3.12601626016261,0.313816327458232,0.313691963858624,8.14934701709376E-017,0.743206256793743,-1.43946454522701E-019,0.237921417176244,-1.16950719941666E-015,0.999999999999999,mean_sim,3.1418001885942,bias_sim,0.0157839284315928
11,2006,1230,0,3.36829268292683,3.36829268292683,3.36829268292685,0.322919426507906,0.32278333438913,5.4064013268715E-017,0.63959236040764,2.72847117359159E-019,0.0643592244876613,8.64094675441981E-016,0.999999999999999,mean_sim,3.36334231966722,bias_sim,-0.0049503632596033
10,2007,1230,0,2.98617886178862,2.98617886178862,2.98617886178862,0.336456455351673,0.336324113089675,9.06957140053778E-017,0.774356225643774,1.03879499562587E-019,0.377458876431531,-2.03407711681092E-015,0.999999999999997,mean_sim,2.98780993526858,bias_sim,0.0016310734799565
9,2008,1230,0,3.40569105691057,3.40569105691057,3.40569105691049,0.328012808066802,0.327876435496577,3.45136483424018E-016,0.939358060641939,2.53863172186611E-020,0.908894466015412,1.60519203542634E-015,0.999999999999999,mean_sim,3.40159949811603,bias_sim,-0.00409155879454204
8,2009,1230,0,3.25121951219512,3.25121951219513,3.25121951219507,0.326237918314195,0.326098817670277,2.94133424093594E-016,0.947085052914947,1.10301053737318E-019,0.542218988831067,8.89190341727778E-017,1,mean_sim,3.2602180334923,bias_sim,0.0089985212971766
7,2010,1230,0,2.73170731707317,2.73170731707317,2.73170731707309,0.333916508012425,0.333776752272532,5.30549445924549E-016,0.997129002870997,5.06664481126823E-020,0.799583655353232,-5.40250714535044E-016,0.999999999999999,mean_sim,2.74875648331749,bias_sim,0.0170491662443197
6,2011,1228,0,3.16123778501629,3.16092283344635,3.16094997124764,0.315403131379415,0.315270218896172,0.0000248721201931603,0.510749489250511,0.0000005918486704317,0.397637871948018,-4.29228412072528E-016,1,mean_sim,3.1255061153987,bias_sim,-0.0354167180476512
5,2012,990,0,2.82020202020202,2.82020202020203,2.820202020202,0.377090625202673,0.376906961826719,1.29546198764828E-016,0.71018228981771,-1.23844684873902E-019,0.586694274783279,-2.24265050974282E-015,0.999999999999998,mean_sim,2.81494357265556,bias_sim,-0.00525844754646609
4,2013,1229,0,3.22620016273393,3.22304192080734,3.22328809210882,0.333692569168347,0.333560111388087,0.000226995535207527,0.70964029035971,0.00000009489367594946,0.806479835197251,2.2610674906461E-015,0.999999999999998,mean_sim,3.2084485459131,bias_sim,-0.0145933748942424
3,2014,1229,0,2.6126932465419,2.6136581779485,2.6135786579522,0.331686553361879,0.331565851053673,-0.0000730958758634406,0.430958569041431,0.00000016451136496423,0.652520856827118,2.15397180705161E-015,0.999999999999998,mean_sim,2.62282458624494,bias_sim,0.00916640829644377
2,2015,1228,0,2.40798045602606,2.40598547814535,2.40613406302738,0.338046739830093,0.337914407894508,0.000137528056555015,0.598992401007599,-0.00000013464020033001,0.798999049261825,3.10673118090674E-015,0.999999999999997,mean_sim,2.40926390892208,bias_sim,0.00327843077672396
1,2016,1228,0,2.69543973941368,2.68684105247525,2.68737870885561,0.328134160504348,0.327992658621787,0.000504442570109517,0.841314158685841,-0.00000052321264297135,0.293891453167057,1.9151347174784E-015,0.999999999999998,mean_sim,2.68876458928256,bias_sim,0.0019235368073125
18,2017,1227,0,3.13528932355338,3.12357423607715,3.12476353942198,0.35658302446564,0.356436719059719,0.00107109525581901,0.873885126114874,-0.00000147452316912796,0.115027235280652,3.62862228690345E-015,0.999999999999996,mean_sim,3.11900846111124,bias_sim,-0.00456577496590826
