Sun2014-bp,,Sun2014-lg,
X,Y,X,Y
7.07437006432072,5.65755422131322,7.38253340521232,5.56227203454581
7.22398261735548,4.7168982843692,7.53571796000839,4.87128173683785
7.91207855111707,4.66093692344202,8.23322949288275,3.98955422680016
8.0728021695384,4.23882617767005,8.38583791836248,3.63463936362402
8.7631203163773,2.88657385497728,9.07001617277295,3.53065762417987
8.91497154332698,2.97335813432866,9.23447640133168,3.26219096492058
9.61485343681713,0.708920265074355,9.91885218579347,0.709650028875052
9.77118201159666,0.517251643683222,10.0708680211193,0.700412755503063
10.4635083806239,0.326869711098581,10.7675729729507,0.289190853809929
10.6115406932482,0.308020680298984,10.9235394093028,0.308769648410225
