Created as New Dataset,Sample 012 By Analyst Date Wednesday, January 20 2016
cm-1,A,
4000,0.0066,
3999,0.0066,
3998,0.0066,
3997,0.0067,
3996,0.0067,
3995,0.0067,
3994,0.0067,
3993,0.0067,
3992,0.0067,
3991,0.0066,
3990,0.0066,
3989,0.0066,
3988,0.0066,
3987,0.0066,
3986,0.0067,
3985,0.0066,
3984,0.0066,
3983,0.0066,
3982,0.0066,
3981,0.0066,
3980,0.0066,
3979,0.0067,
3978,0.0066,
3977,0.0066,
3976,0.0066,
3975,0.0066,
3974,0.0066,
3973,0.0066,
3972,0.0066,
3971,0.0066,
3970,0.0066,
3969,0.0066,
3968,0.0066,
3967,0.0066,
3966,0.0066,
3965,0.0066,
3964,0.0066,
3963,0.0066,
3962,0.0066,
3961,0.0066,
3960,0.0066,
3959,0.0066,
3958,0.0066,
3957,0.0066,
3956,0.0066,
3955,0.0066,
3954,0.0066,
3953,0.0066,
3952,0.0066,
3951,0.0066,
3950,0.0066,
3949,0.0066,
3948,0.0065,
3947,0.0066,
3946,0.0066,
3945,0.0066,
3944,0.0067,
3943,0.0066,
3942,0.0066,
3941,0.0066,
3940,0.0066,
3939,0.0065,
3938,0.0065,
3937,0.0065,
3936,0.0065,
3935,0.0065,
3934,0.0065,
3933,0.0065,
3932,0.0065,
3931,0.0066,
3930,0.0066,
3929,0.0066,
3928,0.0066,
3927,0.0066,
3926,0.0066,
3925,0.0066,
3924,0.0066,
3923,0.0066,
3922,0.0066,
3921,0.0065,
3920,0.0065,
3919,0.0065,
3918,0.0065,
3917,0.0065,
3916,0.0065,
3915,0.0065,
3914,0.0066,
3913,0.0066,
3912,0.0065,
3911,0.0065,
3910,0.0065,
3909,0.0065,
3908,0.0065,
3907,0.0065,
3906,0.0065,
3905,0.0065,
3904,0.0064,
3903,0.0064,
3902,0.0065,
3901,0.0065,
3900,0.0066,
3899,0.0065,
3898,0.0065,
3897,0.0065,
3896,0.0065,
3895,0.0065,
3894,0.0065,
3893,0.0064,
3892,0.0064,
3891,0.0064,
3890,0.0064,
3889,0.0064,
3888,0.0065,
3887,0.0065,
3886,0.0065,
3885,0.0064,
3884,0.0065,
3883,0.0066,
3882,0.0067,
3881,0.0067,
3880,0.0066,
3879,0.0065,
3878,0.0065,
3877,0.0066,
3876,0.0066,
3875,0.0066,
3874,0.0065,
3873,0.0065,
3872,0.0065,
3871,0.0065,
3870,0.0064,
3869,0.0064,
3868,0.0064,
3867,0.0064,
3866,0.0064,
3865,0.0064,
3864,0.0063,
3863,0.0063,
3862,0.0064,
3861,0.0064,
3860,0.0063,
3859,0.0063,
3858,0.0063,
3857,0.0063,
3856,0.0063,
3855,0.0064,
3854,0.0063,
3853,0.0063,
3852,0.0063,
3851,0.0064,
3850,0.0064,
3849,0.0064,
3848,0.0064,
3847,0.0063,
3846,0.0063,
3845,0.0064,
3844,0.0064,
3843,0.0063,
3842,0.0063,
3841,0.0063,
3840,0.0063,
3839,0.0064,
3838,0.0064,
3837,0.0064,
3836,0.0064,
3835,0.0064,
3834,0.0064,
3833,0.0064,
3832,0.0064,
3831,0.0064,
3830,0.0063,
3829,0.0064,
3828,0.0064,
3827,0.0063,
3826,0.0063,
3825,0.0062,
3824,0.0062,
3823,0.0063,
3822,0.0063,
3821,0.0062,
3820,0.0062,
3819,0.0063,
3818,0.0064,
3817,0.0064,
3816,0.0064,
3815,0.0063,
3814,0.0063,
3813,0.0064,
3812,0.0063,
3811,0.0063,
3810,0.0063,
3809,0.0063,
3808,0.0063,
3807,0.0062,
3806,0.0062,
3805,0.0063,
3804,0.0064,
3803,0.0064,
3802,0.0064,
3801,0.0063,
3800,0.0063,
3799,0.0064,
3798,0.0064,
3797,0.0064,
3796,0.0063,
3795,0.0063,
3794,0.0063,
3793,0.0064,
3792,0.0064,
3791,0.0064,
3790,0.0064,
3789,0.0064,
3788,0.0064,
3787,0.0064,
3786,0.0064,
3785,0.0064,
3784,0.0064,
3783,0.0064,
3782,0.0064,
3781,0.0064,
3780,0.0064,
3779,0.0064,
3778,0.0063,
3777,0.0064,
3776,0.0064,
3775,0.0064,
3774,0.0063,
3773,0.0063,
3772,0.0063,
3771,0.0063,
3770,0.0063,
3769,0.0063,
3768,0.0063,
3767,0.0064,
3766,0.0064,
3765,0.0063,
3764,0.0063,
3763,0.0063,
3762,0.0064,
3761,0.0064,
3760,0.0064,
3759,0.0063,
3758,0.0063,
3757,0.0063,
3756,0.0063,
3755,0.0062,
3754,0.0062,
3753,0.0061,
3752,0.006,
3751,0.006,
3750,0.006,
3749,0.0061,
3748,0.0061,
3747,0.0062,
3746,0.0063,
3745,0.0063,
3744,0.0063,
3743,0.0062,
3742,0.0063,
3741,0.0063,
3740,0.0062,
3739,0.0062,
3738,0.0062,
3737,0.0062,
3736,0.0061,
3735,0.0061,
3734,0.0061,
3733,0.0062,
3732,0.0062,
3731,0.0062,
3730,0.0062,
3729,0.0062,
3728,0.0062,
3727,0.0062,
3726,0.0062,
3725,0.0063,
3724,0.0063,
3723,0.0064,
3722,0.0064,
3721,0.0064,
3720,0.0064,
3719,0.0064,
3718,0.0064,
3717,0.0064,
3716,0.0064,
3715,0.0064,
3714,0.0064,
3713,0.0064,
3712,0.0063,
3711,0.0064,
3710,0.0064,
3709,0.0065,
3708,0.0065,
3707,0.0065,
3706,0.0065,
3705,0.0066,
3704,0.0066,
3703,0.0067,
3702,0.0067,
3701,0.0067,
3700,0.0067,
3699,0.0067,
3698,0.0068,
3697,0.0068,
3696,0.0068,
3695,0.0068,
3694,0.0068,
3693,0.0069,
3692,0.0069,
3691,0.0069,
3690,0.007,
3689,0.007,
3688,0.0071,
3687,0.0071,
3686,0.0072,
3685,0.0072,
3684,0.0072,
3683,0.0072,
3682,0.0073,
3681,0.0073,
3680,0.0074,
3679,0.0075,
3678,0.0076,
3677,0.0077,
3676,0.0078,
3675,0.0077,
3674,0.0077,
3673,0.0078,
3672,0.0079,
3671,0.0079,
3670,0.0078,
3669,0.0079,
3668,0.0079,
3667,0.008,
3666,0.008,
3665,0.0081,
3664,0.0081,
3663,0.0082,
3662,0.0082,
3661,0.0082,
3660,0.0082,
3659,0.0082,
3658,0.0082,
3657,0.0083,
3656,0.0083,
3655,0.0083,
3654,0.0084,
3653,0.0085,
3652,0.0086,
3651,0.0085,
3650,0.0085,
3649,0.0086,
3648,0.0088,
3647,0.0089,
3646,0.0089,
3645,0.009,
3644,0.009,
3643,0.009,
3642,0.009,
3641,0.009,
3640,0.0091,
3639,0.0091,
3638,0.0091,
3637,0.0092,
3636,0.0092,
3635,0.0092,
3634,0.0092,
3633,0.0092,
3632,0.0092,
3631,0.0093,
3630,0.0094,
3629,0.0094,
3628,0.0095,
3627,0.0096,
3626,0.0097,
3625,0.0098,
3624,0.0098,
3623,0.0099,
3622,0.01,
3621,0.0101,
