Sun2014-bp,,Sun2014-lg,
X,Y,X,Y
7.074370064320723,5.657554221313218,7.382533405212324,5.562272034545812
7.2239826173554835,4.716898284369199,7.5357179600083946,4.871281736837846
7.912078551117073,4.660936923442017,8.233229492882746,3.9895542268001636
8.072802169538397,4.23882617767005,8.385837918362476,3.634639363624017
8.7631203163773,2.886573854977277,9.070016172772952,3.530657624179873
8.914971543326981,2.973358134328665,9.234476401331682,3.262190964920583
9.614853436817132,0.7089202650743553,9.918852185793474,0.7096500288750525
9.771182011596661,0.5172516436832222,10.070868021119255,0.7004127555030628
10.463508380623948,0.3268697110985812,10.767572972950727,0.28919085380992904
10.611540693248177,0.3080206802989842,10.923539409302842,0.3087696484102249
