Timestep,Session,Trial,Danger,Safety,Shock,Chamber,Homecage,Leverpress
1,1,0,0,0,0,1,0,0
2,1,0,0,0,0,1,0,0
3,1,0,0,0,0,1,0,0
4,1,0,0,0,0,1,0,0
5,1,0,0,0,0,1,0,0
6,1,1,1,0,0,1,0,0
7,1,1,1,0,0,1,0,1
8,1,1,0,1,0,1,0,1
9,1,1,0,1,0,1,0,0
10,1,1,0,1,0,1,0,0
11,1,1,0,1,0,1,0,0
12,1,1,0,1,0,1,0,0
13,1,1,0,1,0,1,0,0
14,1,1,0,1,0,1,0,1
15,1,1,0,1,0,1,0,0
16,1,1,0,1,0,1,0,0
17,1,1,0,1,0,1,0,1
18,1,1,0,1,0,1,0,0
19,1,1,0,1,0,1,0,0
20,1,1,0,1,0,1,0,0
21,1,1,0,1,0,1,0,0
22,1,1,0,1,0,1,0,1
23,1,2,1,0,0,1,0,1
24,1,2,0,1,0,1,0,1
25,1,2,0,1,0,1,0,0
26,1,2,0,1,0,1,0,0
27,1,2,0,1,0,1,0,0
28,1,2,0,1,0,1,0,0
29,1,2,0,1,0,1,0,0
30,1,2,0,1,0,1,0,1
31,1,2,0,1,0,1,0,1
32,1,2,0,1,0,1,0,0
33,1,2,0,1,0,1,0,0
34,1,2,0,1,0,1,0,0
35,1,2,0,1,0,1,0,0
36,1,2,0,1,0,1,0,0
37,1,2,0,1,0,1,0,0
38,1,2,0,1,0,1,0,0
39,1,3,1,0,0,1,0,0
40,1,3,1,0,0,1,0,0
41,1,3,1,0,0,1,0,0
42,1,3,1,0,0,1,0,1
43,1,3,0,1,0,1,0,0
44,1,3,0,1,0,1,0,1
45,1,3,0,1,0,1,0,0
46,1,3,0,1,0,1,0,0
47,1,3,0,1,0,1,0,0
48,1,3,0,1,0,1,0,1
49,1,3,0,1,0,1,0,1
50,1,3,0,1,0,1,0,0
51,1,3,0,1,0,1,0,0
52,1,3,0,1,0,1,0,0
53,1,3,0,1,0,1,0,0
54,1,3,0,1,0,1,0,0
55,1,3,0,1,0,1,0,0
56,1,3,0,1,0,1,0,0
57,1,3,0,1,0,1,0,1
58,1,4,1,0,0,1,0,1
59,1,4,0,1,0,1,0,1
60,1,4,0,1,0,1,0,0
61,1,4,0,1,0,1,0,0
62,1,4,0,1,0,1,0,0
63,1,4,0,1,0,1,0,0
64,1,4,0,1,0,1,0,0
65,1,4,0,1,0,1,0,0
66,1,4,0,1,0,1,0,1
67,1,4,0,1,0,1,0,0
68,1,4,0,1,0,1,0,0
69,1,4,0,1,0,1,0,0
70,1,4,0,1,0,1,0,0
71,1,4,0,1,0,1,0,1
72,1,4,0,1,0,1,0,1
73,1,4,0,1,0,1,0,1
74,1,5,1,0,0,1,0,0
75,1,5,1,0,0,1,0,0
76,1,5,1,0,0,1,0,0
77,1,5,1,0,0,1,0,0
78,1,5,1,0,0,1,0,0
79,1,5,1,0,0,1,0,0
80,1,5,1,0,1,1,0,0
81,1,5,1,0,1,1,0,0
82,1,5,1,0,1,1,0,1
83,1,5,0,1,0,1,0,0
84,1,5,0,1,0,1,0,0
85,1,5,0,1,0,1,0,0
86,1,5,0,1,0,1,0,0
87,1,5,0,1,0,1,0,0
88,1,5,0,1,0,1,0,0
89,1,5,0,1,0,1,0,0
90,1,5,0,1,0,1,0,0
91,1,5,0,1,0,1,0,0
92,1,5,0,1,0,1,0,0
93,1,5,0,1,0,1,0,0
94,1,5,0,1,0,1,0,0
95,1,5,0,1,0,1,0,0
96,1,5,0,1,0,1,0,0
97,1,5,0,1,0,1,0,0
98,1,6,1,0,0,1,0,0
99,1,6,1,0,0,1,0,0
100,1,6,1,0,0,1,0,0
101,1,6,1,0,0,1,0,0
102,1,6,1,0,0,1,0,0
103,1,6,1,0,0,1,0,0
104,1,6,1,0,1,1,0,0
105,1,6,1,0,1,1,0,0
106,1,6,1,0,1,1,0,0
107,1,6,1,0,1,1,0,1
108,1,6,0,1,0,1,0,1
109,1,6,0,1,0,1,0,0
110,1,6,0,1,0,1,0,0
111,1,6,0,1,0,1,0,0
112,1,6,0,1,0,1,0,0
113,1,6,0,1,0,1,0,0
114,1,6,0,1,0,1,0,0
115,1,6,0,1,0,1,0,0
116,1,6,0,1,0,1,0,0
117,1,6,0,1,0,1,0,0
118,1,6,0,1,0,1,0,0
119,1,6,0,1,0,1,0,0
120,1,6,0,1,0,1,0,0
121,1,6,0,1,0,1,0,0
122,1,6,0,1,0,1,0,0
123,1,7,1,0,0,1,0,0
