x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Objective Value,Valid?,ReturnCode,CompTime,
Org,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.909494087,0.943123233,0.979168596,0.961512891,0.989170263,0.87453583,0.969854191,0.988883399,0.968968969,0.976682212,0.989346767,0.905062809,0.999216178,0.988668127,0.966718209,0.946497824,0.977660497,0.989276139,0.926960671,0.969367089,0.966156326,0.90066467,0.986450086,0.917752443,0.942551824,0.928108972,0.981946382,0.990509202,21905,TRUE,TIME_LIMIT,60.00695205
Org_kmax_kmin,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.909494087,0.943123233,0.979168596,0.961512891,0.989170263,0.87453583,0.969854191,0.988883399,0.968968969,0.976682212,0.989346767,0.905062809,0.999216178,0.988668127,0.966718209,0.946497824,0.977660497,0.989276139,0.926960671,0.969367089,0.966156326,0.90066467,0.986450086,0.917752443,0.942551824,0.928108972,0.981946382,0.990509202,21905,TRUE,TIME_LIMIT,60.0041523
Dim.  1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.026116951,1.205138866,1.002407185,0.915417005,0.953342562,0.751915936,0.985061276,0.866189065,1.055146055,1.08179732,1.113882236,1.086714884,1.259209908,1.090201707,1.076062146,1.132568263,1.09962406,1.073305247,0.879242669,0.973755274,0.867042707,0.719158571,1.089870215,0.857491857,0.938052386,0.843605482,0.928637843,1.109102913,23632,FALSE,OPTIMAL,0.034925222
Dim.  2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.980617608,1.088059205,0.996018887,0.949397946,1.009038352,0.850359485,0.910904374,0.969367589,1.053235053,1.039825302,1.161780494,0.956071565,1.178319486,1.081816121,1.036300714,1.012979818,1.091526894,1.026350057,0.855152775,0.931054852,0.858178888,0.81301585,1.041302751,0.889069852,0.966896995,0.890692004,1.027041686,1.132623587,23406,FALSE,OPTIMAL,0.159108877
Dim.  3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.915735874,0.982704141,0.869271364,1.050675925,1.019949516,0.910484317,1.003846498,0.936758893,1.058513059,1.071581908,1.152861508,1.029691663,0.993494278,1.036564176,0.997275606,1.089671547,1.055234239,1.068402911,0.955976295,1.027257384,0.8817083,0.868891973,1.022855277,0.88165038,0.97589587,0.931388212,0.96265303,1.099529587,23246,FALSE,OPTIMAL,0.525143147
Dim.  4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.100936268,1.093630467,0.917970558,0.998965797,1.008468366,0.874456822,1.015833259,0.88150527,1.052416052,1.036494189,0.999504501,1.010125619,0.996707948,1.157664123,1.074147706,1.176968738,0.97686524,1.164304864,0.954206111,0.912489451,0.807493956,0.818274779,1.047506326,0.972584148,0.936686486,0.802825191,0.890980939,1.127341751,23188,FALSE,OPTIMAL,0.931962013
Dim.  5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.07999343,1.02835523,0.930376817,1.035827731,0.976467714,0.898712175,1.026657125,0.925148221,0.94003094,1.062846991,0.996036006,0.997944423,0.996316037,1.187504722,1.010750313,1.081677879,1.0279786,1.051857526,0.965289002,0.946666667,0.839242546,0.836681031,1.065219166,0.845367354,0.960228186,0.924913815,0.949480862,1.155731617,23123,FALSE,OPTIMAL,0.398845911
Dim.  6,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.001149803,1.001164144,0.977039163,1.041811332,1.007816953,0.830370546,1.006977368,1.013833992,1.060697061,0.972092679,0.992484929,1.054282451,0.996002508,0.996902621,0.980487446,1.091650178,1.035280509,1.049712754,0.914415454,1.023628692,0.975906527,0.858008911,1.058036079,0.907166124,0.961192351,0.913142184,0.959088796,1.050507551,23011,FALSE,OPTIMAL,0.745995998
Dim.  7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.000246386,1.001663063,0.928895473,0.960478688,0.92134191,0.963024413,0.927095447,0.967885375,1.113932114,0.995706566,0.99355851,0.997106966,0.997099859,0.999244542,1.008762241,1.069489513,1.099696356,1.118422061,0.867005311,0.868185654,0.972038678,0.884230516,0.982042282,1.093376764,0.98947453,0.983015219,0.995893383,1.106627053,22968,FALSE,OPTIMAL,1.602049112
Dim.  8,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.92879435,0.986196574,0.954726414,1.097879885,1.088999267,0.989333965,0.966633867,0.878293808,1.007917008,0.953290399,0.996201173,0.966273316,0.989496786,0.998564629,0.958618658,1.083023348,1.078368999,1.108770586,0.982913877,1.016033755,0.926027397,0.831568183,0.948983756,0.892055737,0.960469227,0.892373665,0.995660933,1.167780804,22938,FALSE,OPTIMAL,1.371235847
Dim.  9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.960496058,0.964992516,0.890195352,1.009455566,0.932415927,0.981117168,1.080329189,0.855978261,1.130949131,1.058035384,0.980592947,0.962314427,0.995688979,0.994787339,0.968779913,1.129877325,1.093551186,1.094216775,0.950126991,0.949957806,0.854955681,0.87283617,1.100644845,0.998371336,0.990599389,0.973597915,0.965287463,0.997359082,22824,FALSE,OPTIMAL,2.182409048
Dim.  10,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.982835085,0.996258107,0.825942042,0.996823521,1.069131178,0.92628585,1.012344575,0.95668643,1.082264082,1.038270782,0.98554794,1.011952798,0.984793855,0.98428647,0.987850674,1.032449545,1.066729323,1.078973573,0.939813746,1.002953586,0.925221595,0.841574757,0.962370419,0.915128484,0.975413788,0.969561927,1.0023245,0.997194025,22803,FALSE,OPTIMAL,3.41180706
Dim.  11,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.929615637,0.939215034,0.982779372,0.962325478,1.023369432,0.952674409,1.031845424,1.024538867,1.072072072,0.987563846,0.998513502,0.986296155,0.973506819,0.974994334,1.062734703,1.101543332,0.988215732,1.102183072,0.96882937,0.95021097,0.960515713,0.942882185,1.047587952,0.895765472,0.906395629,0.993777853,0.986982799,0.987950813,22744,FALSE,OPTIMAL,2.986063957
Dim.  12,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.950147832,0.979627474,0.949819461,0.985668907,0.996824363,0.850438493,1.063780302,1.015316206,1.053326053,0.896957584,0.992980428,0.984240579,0.998510738,0.997506988,0.956336058,1.181163435,1.059644303,1.095748755,0.967674902,0.923122363,0.969460113,0.892849317,0.985307322,0.982446616,0.87811345,0.919448415,0.992019216,0.987125526,22710,FALSE,OPTIMAL,5.062568188
Dim.  13,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.991212221,0.931564943,0.950560133,1.001699047,0.969790734,0.843485818,0.971464353,0.959321476,1.171626172,0.998075357,0.968700966,1.047430529,0.991691488,0.993049785,0.925557765,0.99651761,1.049667438,1.155572578,0.939121065,0.937721519,0.973972603,0.870498868,0.978777243,0.969869707,0.966736301,0.954763306,0.911746475,0.997936783,22656,FALSE,OPTIMAL,3.478281975
Dim.  14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.067509855,1.029519375,0.834737524,1.022974071,0.968487908,0.995338548,0.977099919,1.022068511,0.999636,1.007032349,0.99562309,0.949904834,0.985577677,0.999471179,1.063839187,0.983458647,1.125072296,1.027192646,0.943277149,0.998902954,0.901369863,0.843327734,0.962207167,0.954849801,0.930901494,0.945430085,0.844955834,0.986795411,22476,FALSE,OPTIMAL,17.69256592
Dim.  15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.91064389,1.015715949,0.995648551,0.939573022,0.915316342,0.901161413,0.98282494,1.035655468,0.985166985,0.970464135,0.99149393,1.087856871,0.998353974,0.989121402,1.072822325,0.998021369,1.061090226,1.094369973,0.997691064,1.045991561,0.984448026,0.884376598,1.027263081,0.913137894,0.837216776,0.945682334,0.983573532,0.994553107,22460,FALSE,OPTIMAL,91.40257192
Dim.  16,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.995647175,1.114252453,0.897787242,0.85417744,0.962788047,0.959232046,0.939976742,0.974555336,0.988169988,1.106225479,0.993145594,0.962542825,0.99176987,0.997809171,0.963404757,0.98472497,1.109673222,1.034392953,0.946201801,1.019662447,0.912006446,0.763421226,0.956003592,0.998823742,0.975253093,0.96527369,0.995428483,0.977882314,22407,FALSE,OPTIMAL,56.75300789
Dim.  17,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.947109067,0.913603858,0.928710305,0.998522568,0.935347284,0.957572885,0.960819394,1.068675889,0.977431977,0.982530165,0.970848129,0.873772364,0.985420912,0.96819521,1.013474707,0.982588049,1.130349913,1.134278054,0.955437543,0.999746835,0.981305399,0.82367979,1.025304057,0.955211726,0.932347742,0.99150761,0.946691461,0.998927127,22370,FALSE,OPTIMAL,91.29839396
Dim.  18,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.058557819,0.920089805,0.866030923,0.973258477,1.009852618,0.956861816,0.934162269,1.011281291,0.997087997,1.08994004,0.998513502,1.037457175,0.975387992,0.985948478,0.907444224,0.987336763,1.075766339,0.998391421,0.966058647,1.008945148,0.935777599,0.883938354,0.916333361,0.957021354,0.967941507,0.987051207,0.976135131,0.996203681,22339,FALSE,OPTIMAL,103.59988
Dim.  19,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.055519054,1.00157991,0.93435793,0.971337815,1.041934696,0.904242712,0.8933715,1.051054018,0.989443989,0.999481827,0.999174168,0.932775029,0.991848252,0.978469442,0.931080186,0.969054214,1.040341238,0.995710456,0.932809975,0.921518987,0.966478646,0.838068804,1.092074116,0.909428158,0.99501848,0.985033213,0.955214629,0.970454733,22299,FALSE,OPTIMAL,118.5363178
Dim.  20,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.923784494,0.959338101,0.904731043,0.969712639,1.016773878,0.998024808,0.989176134,1.092144269,0.993811994,0.99859353,0.972995293,0.91001142,0.956262737,0.974238876,1.028569325,0.996596755,1.099190283,0.978858675,0.92796121,0.972236287,0.985979049,0.901029874,0.973226675,0.97140789,0.981359473,0.988985117,0.980629165,0.988363456,22267,FALSE,OPTIMAL,129.3625412
