F3,F4,F5,F1,F2,F6,F7,F8
di4-iN.wav,di,i,1,1,4,4,10.28520464
bu3-iN.wav,bu,i,1,2,3,3,8.716099808
bu2-aN.wav,bu,a,1,3,2,2,2.330072602
bu3-aN.wav,bu,a,1,4,3,3,1.192340166
mi1-iN.wav,mi,i,1,5,1,1,1.380619185
mi2-iN.wav,mi,i,1,6,2,2,1.129045324
mi3-aN.wav,mi,a,1,7,3,3,0.942079652
ma4-iN.wav,ma,i,1,8,4,4,1.181119414
lu4-aN.wav,lu,a,1,9,4,4,1.529279188
di3-iN.wav,di,i,1,10,3,3,1.437924084
di1-aN.wav,di,a,1,11,1,1,0.975319066
ma1-aN.wav,ma,a,1,12,1,1,0.834157696
bu1-aN.wav,bu,a,1,13,1,1,1.29372344
ma1-iN.wav,ma,i,1,14,1,1,0.92520901
lu3-aN.wav,lu,a,1,15,3,3,0.83402359
di2-iN.wav,di,i,1,16,2,2,0.989871252
di1-iN.wav,di,i,1,17,1,1,0.77342318
di2-aN.wav,di,a,1,18,2,2,0.683109105
lu2-aN.wav,lu,a,1,19,2,2,1.19506265
mi2-aN.wav,mi,a,1,20,2,2,1.502200429
lu1-iN.wav,lu,i,1,21,1,1,1.319395115
mi1-aN.wav,mi,a,1,22,1,1,0.734955352
bu4-iN.wav,bu,i,1,23,4,4,1.084683685
mi4-aN.wav,mi,a,1,24,4,4,0.995995643
lu2-iN.wav,lu,i,1,25,2,2,1.10690111
bu1-iN.wav,bu,i,1,26,1,1,1.578524399
lu4-iN.wav,lu,i,1,27,4,4,0.895038292
bu4-aN.wav,bu,a,1,28,4,4,0.975271513
lu3-iN.wav,lu,i,1,29,3,3,0.990409043
di4-aN.wav,di,a,1,30,4,4,0.843028519
mi4-iN.wav,mi,i,1,31,4,4,1.074917227
ma3-iN.wav,ma,i,1,32,3,3,1.126879448
di3-aN.wav,di,a,1,33,3,3,1.332056136
ma2-iN.wav,ma,i,1,34,2,2,1.216822337
ma4-aN.wav,ma,a,1,35,4,4,0.751077122
mi3-iN.wav,mi,i,1,36,3,3,0.961897542
lu1-aN.wav,lu,a,1,37,1,1,0.911406379
ma3-aN.wav,ma,a,1,38,3,3,1.136620932
bu2-iN.wav,bu,i,1,39,2,2,1.669177159
ma2-aN.wav,ma,a,1,40,2,2,1.414493207
bu1-iN.wav,bu,i,2,41,1,1,1.781880395
lu3-iN.wav,lu,i,2,42,3,3,0.922640816
mi1-iN.wav,mi,i,2,43,1,1,0.880517238
mi4-aN.wav,mi,a,2,44,4,4,0.993049421
di4-iN.wav,di,i,2,45,4,4,0.829322704
mi3-aN.wav,mi,a,2,46,3,3,0.831569318
di4-aN.wav,di,a,2,47,4,4,0.801811865
lu4-aN.wav,lu,a,2,48,4,4,1.15797659
ma1-aN.wav,ma,a,2,49,1,1,0.891354489
lu4-iN.wav,lu,i,2,50,4,4,0.907424601
ma2-iN.wav,ma,i,2,51,2,2,1.46007514
ma4-aN.wav,ma,a,2,52,4,4,0.742653433
bu1-aN.wav,bu,a,2,53,1,1,0.711572027
mi1-aN.wav,mi,a,2,54,1,1,1.046415647
bu2-iN.wav,bu,i,2,55,2,2,0.993858845
lu3-aN.wav,lu,a,2,56,3,3,1.047969495
bu4-aN.wav,bu,a,2,57,4,4,0.690579686
mi4-iN.wav,mi,i,2,58,4,4,0.852532923
lu2-aN.wav,lu,a,2,59,2,2,1.212152924
di1-iN.wav,di,i,2,60,1,1,0.577077288
bu3-aN.wav,bu,a,2,61,3,3,0.901345368
ma4-iN.wav,ma,i,2,62,4,4,0.608036904
mi3-iN.wav,mi,i,2,63,3,3,0.939529248
ma3-iN.wav,ma,i,2,64,3,3,0.971638341
ma2-aN.wav,ma,a,2,65,2,2,1.161530393
bu2-aN.wav,bu,a,2,66,2,2,1.274247314
mi2-iN.wav,mi,i,2,67,2,2,1.252172205
di3-iN.wav,di,i,2,68,3,3,1.246249657
di2-iN.wav,di,i,2,69,2,2,1.056432185
ma1-iN.wav,ma,i,2,70,1,1,0.741208033
mi2-aN.wav,mi,a,2,71,2,2,1.114180795
lu1-iN.wav,lu,i,2,72,1,1,0.882571245
di3-aN.wav,di,a,2,73,3,3,1.243665042
bu3-iN.wav,bu,i,2,74,3,3,0.833529246
lu1-aN.wav,lu,a,2,75,1,1,1.204276263
di1-aN.wav,di,a,2,76,1,1,0.82519211
ma3-aN.wav,ma,a,2,77,3,3,0.922052051
di2-aN.wav,di,a,2,78,2,2,1.145902282
bu4-iN.wav,bu,i,2,79,4,4,1.071527294
lu2-iN.wav,lu,i,2,80,2,2,1.106351003
bu3-aN.wav,bu,a,3,81,3,3,1.123397145
lu4-aN.wav,lu,a,3,82,4,4,0.745317075
bu2-aN.wav,bu,a,3,83,2,2,1.024103116
lu3-iN.wav,lu,i,3,84,3,3,1.002359509
ma2-iN.wav,ma,i,3,85,2,2,1.214959909
bu3-iN.wav,bu,i,3,86,3,3,1.06741312
ma3-aN.wav,ma,a,3,87,3,3,1.125179178
lu4-iN.wav,lu,i,3,88,4,4,0.995254298
lu2-aN.wav,lu,a,3,89,2,2,1.104578549
bu1-aN.wav,bu,a,3,90,1,1,1.728287695
mi1-aN.wav,mi,a,3,91,1,1,1.160520152
bu2-iN.wav,bu,i,3,92,2,2,1.045084853
ma2-aN.wav,ma,a,3,93,2,2,1.391805043
bu1-iN.wav,bu,i,3,94,1,1,0.699684509
mi4-aN.wav,mi,a,3,95,4,4,0.923861452
di2-iN.wav,di,i,3,96,2,2,1.034758367
mi3-iN.wav,mi,i,3,97,3,3,0.909363319
mi1-iN.wav,mi,i,3,98,1,1,0.735406248
bu4-aN.wav,bu,a,3,99,4,4,0.942607865
lu1-iN.wav,lu,i,3,100,1,1,0.753588184
mi3-aN.wav,mi,a,3,101,3,3,0.990675886
ma4-aN.wav,ma,a,3,102,4,4,0.900878735
di3-aN.wav,di,a,3,103,3,3,1.260247973
di4-iN.wav,di,i,3,104,4,4,0.638562044
lu1-aN.wav,lu,a,3,105,1,1,1.097636181
di2-aN.wav,di,a,3,106,2,2,1.041766419
ma3-iN.wav,ma,i,3,107,3,3,0.79800114
ma1-iN.wav,ma,i,3,108,1,1,0.963662469
di4-aN.wav,di,a,3,109,4,4,0.737050754
lu2-iN.wav,lu,i,3,110,2,2,1.385417914
mi4-iN.wav,mi,i,3,111,4,4,0.782223528
