Id,Catid,Com,Hid,K,Knv
1,1585667,20073,1585667,5,231059
1,1585667,20104,36771252,5,231059
1,1585667,27259,8843955,5,231059
1,1585667,20106,36771257,5,231059
1,1585667,28119,36658666,5,231059
1,1585667,31044,7787969,5,231059
1,1585667,229788,691008,5,231059
1,1585667,29838,699703,5,231059
1,1585667,230377,7345184,5,231059
1,1585667,28200,36658670,5,231059
1,1585667,152889,19023060,5,231059
1,1585667,229816,1784082,5,231059
1,1585667,228371,890039,5,231059
1,1585667,31732,36659029,5,231059
1,1585667,181165,1617394,5,231059
1,1585667,32639,7684410,5,231059
1,1585667,228959,25063390,5,231059
1,1585667,31895,4787400,5,231059
1,1585667,223822,26794717,5,231059
1,1585667,230133,694863,5,231059
1,1585667,228801,1633936,5,231059
1,1585667,228405,692675,5,231059
1,1585667,28214,20675825,5,231059
1,1585667,46267,10821359,5,231059
1,1585667,31733,1612019,5,231059
1,1585667,142151,4681099,5,231059
1,1585667,227010,1055905,5,231059
1,1585667,230474,2315922,5,231059
1,1585667,229817,26201565,5,231059
1,1585667,225440,1063460,5,231059
1,1585667,228374,14656170,5,231059
1,1585667,230393,14104879,5,231059
1,1585667,31798,714674,5,231059
1,1585667,228939,2688181,5,231059
1,1585667,225684,902386,5,231059
1,1585667,226451,1209234,5,231059
1,1585667,230331,1004110,5,231059
1,1585667,228411,8899078,5,231059
1,1585667,227326,815949,5,231059
1,1585667,223770,737037,5,231059
1,1585667,47749,10340059,5,231059
1,1585667,135261,5335000,5,231059
1,1585667,228375,49438905,5,231059
1,1585667,228338,2389032,5,231059
1,1585667,227015,28059872,5,231059
1,1585667,28246,4339469,5,231059
1,1585667,177860,37535091,5,231059
1,1585667,28219,945435,5,231059
1,1585667,228940,873749,5,231059
1,1585667,227070,3598957,5,231059
1,1585667,228964,744023,5,231059
1,1585667,227083,50053927,5,231059
1,1585667,230475,16473127,5,231059
1,1585667,64636,6535870,5,231059
1,1585667,95457,10844347,5,231059
1,1585667,229420,716885,5,231059
1,1585667,229358,39157130,5,231059
1,1585667,228936,5183917,5,231059
1,1585667,225454,693678,5,231059
1,1585667,230134,2999304,5,231059
1,1585667,229252,12322905,5,231059
1,1585667,226263,983652,5,231059
1,1585667,225686,56248692,5,231059
1,1585667,229889,56248162,5,231059
1,1585667,228315,34275570,5,231059
1,1585667,230547,14105005,5,231059
1,1585667,29964,805431,5,231059
1,1585667,229818,39681638,5,231059
2,23210501,7005,23210501,5,262679
2,23210501,259588,7821381,5,262679
2,23210501,132060,698290,5,262679
2,23210501,261924,30881781,5,262679
2,23210501,260607,56659459,5,262679
2,23210501,258061,1245670,5,262679
2,23210501,261124,56691321,5,262679
2,23210501,175236,4225851,5,262679
2,23210501,261001,694873,5,262679
2,23210501,262186,35505592,5,262679
2,23210501,257820,40249123,5,262679
2,23210501,261006,36985507,5,262679
2,23210501,260608,56652185,5,262679
2,23210501,258063,41030203,5,262679
2,23210501,261331,1784082,5,262679
2,23210501,257811,1017749,5,262679
2,23210501,257816,40455234,5,262679
2,23210501,257893,2524202,5,262679
2,23210501,257822,7496144,5,262679
2,23210501,261670,694863,5,262679
2,23210501,260609,54800035,5,262679
2,23210501,261003,871525,5,262679
2,23210501,259704,695042,5,262679
2,23210501,262191,1036222,5,262679
2,23210501,257837,1055905,5,262679
2,23210501,261332,26201565,5,262679
2,23210501,257895,44165332,5,262679
2,23210501,260812,695868,5,262679
2,23210501,261007,24991722,5,262679
2,23210501,258094,1625839,5,262679
2,23210501,261418,751381,5,262679
2,23210501,260896,7497106,5,262679
2,23210501,260285,25063390,5,262679
2,23210501,261895,1004110,5,262679
2,23210501,261671,2999304,5,262679
2,23210501,257825,4419621,5,262679
2,23210501,260087,1633936,5,262679
2,23210501,261899,693763,5,262679
2,23210501,261009,15155502,5,262679
2,23210501,257910,2650082,5,262679
2,23210501,260610,2320527,5,262679
2,23210501,257842,28059872,5,262679
2,23210501,262254,2953378,5,262679
2,23210501,261940,7345184,5,262679
2,23210501,262234,52091499,5,262679
2,23210501,260816,714648,5,262679
2,23210501,257829,1056420,5,262679
2,23210501,259962,3981960,5,262679
2,23210501,259261,51591527,5,262679
2,23210501,259580,34275570,5,262679
2,23210501,259581,1056363,5,262679
2,23210501,261333,39681638,5,262679
2,23210501,258126,18526113,5,262679
3,708104,8211,708104,5,235037
3,708104,230352,2959852,5,235037
3,708104,11128,695235,5,235037
3,708104,230351,1103405,5,235037
3,708104,53600,51591971,5,235037
3,708104,230727,696603,5,235037
3,708104,230353,28120312,5,235037
3,708104,43053,3129318,5,235037
3,708104,45278,1308633,5,235037
3,708104,230821,7345184,5,235037
3,708104,66238,867519,5,235037
3,708104,227614,1926287,5,235037
3,708104,43360,3129516,5,235037
3,708104,227087,51591527,5,235037
3,708104,230354,24970377,5,235037
3,708104,227592,22037957,5,235037
3,708104,230728,48005914,5,235037
3,708104,68498,691185,5,235037
3,708104,43156,1880263,5,235037
3,708104,55841,722279,5,235037
3,708104,212479,1226515,5,235037
3,708104,43426,697256,5,235037
3,708104,230569,694863,5,235037
3,708104,232083,14104879,5,235037
3,708104,230248,1784082,5,235037
3,708104,230355,691776,5,235037
3,708104,227594,14372289,5,235037
3,708104,43471,2865233,5,235037
3,708104,43417,50389613,5,235037
3,708104,227130,2106893,5,235037
3,708104,43161,2243391,5,235037
3,708104,227550,697060,5,235037
3,708104,228071,25063390,5,235037
3,708104,230772,1004110,5,235037
3,708104,50828,784394,5,235037
3,708104,228039,5183917,5,235037
3,708104,227553,19470381,5,235037
3,708104,43532,697231,5,235037
3,708104,230570,2999304,5,235037
3,708104,229984,871525,5,235037
3,708104,226982,1913676,5,235037
3,708104,230249,26201565,5,235037
3,708104,230356,52266863,5,235037
3,708104,212703,1229089,5,235037
3,708104,227649,697022,5,235037
3,708104,227810,3981960,5,235037
3,708104,227001,49740128,5,235037
3,708104,228043,873749,5,235037
3,708104,50716,36477012,5,235037
3,708104,234756,14105005,5,235037
4,23283722,80,23283722,5,45810
4,23283722,287,42578541,5,45810
4,23283722,5059,1603571,5,45810
4,23283722,41486,1150753,5,45810
4,23283722,542,43987291,5,45810
4,23283722,38375,17200193,5,45810
4,23283722,39854,17715525,5,45810
4,23283722,17486,707335,5,45810
4,23283722,5061,34442336,5,45810
4,23283722,10796,895826,5,45810
4,23283722,43805,1209234,5,45810
4,23283722,40221,13078054,5,45810
4,23283722,39783,696648,5,45810
4,23283722,41501,23390695,5,45810
4,23283722,41969,17321675,5,45810
4,23283722,1582,50555051,5,45810
4,23283722,41213,4892515,5,45810
4,23283722,35412,925351,5,45810
4,23283722,43667,983652,5,45810
4,23283722,44395,999651,5,45810
4,23283722,45211,3350883,5,45810
4,23283722,17794,50508947,5,45810
4,23283722,44652,7821381,5,45810
4,23283722,17579,46969269,5,45810
4,23283722,8639,9393174,5,45810
4,23283722,45628,1004110,5,45810
4,23283722,41503,54163832,5,45810
4,23283722,36289,35855072,5,45810
4,23283722,45648,694861,5,45810
4,23283722,45632,693763,5,45810
4,23283722,44038,2524202,5,45810
4,23283722,17844,2408040,5,45810
4,23283722,8644,42760129,5,45810
4,23283722,45207,707333,5,45810
4,23283722,45663,7345184,5,45810
4,23283722,36577,1013214,5,45810
4,23283722,43812,4942617,5,45810
4,23283722,43818,2871217,5,45810
4,23283722,35627,895831,5,45810
4,23283722,45212,37609639,5,45810
4,23283722,45541,733399,5,45810
4,23283722,44944,25063390,5,45810
4,23283722,44915,5183917,5,45810
4,23283722,23396,1048882,5,45810
4,23283722,45649,30881781,5,45810
4,23283722,45098,56659459,5,45810
4,23283722,45243,691182,5,45810
4,23283722,44032,39024308,5,45810
4,23283722,45540,1055995,5,45810
4,23283722,45246,47642171,5,45810
4,23283722,45115,1081533,5,45810
4,23283722,45036,25881656,5,45810
4,23283722,44480,51591527,5,45810
4,23283722,37471,895801,5,45810
4,23283722,40249,693555,5,45810
4,23283722,45220,2060070,5,45810
4,23283722,43669,32197328,5,45810
4,23283722,45212,704758,5,45810
4,23283722,44058,24980157,5,45810
4,23283722,36604,935244,5,45810
4,23283722,45529,694863,5,45810
4,23283722,17886,49060900,5,45810
4,23283722,44659,695042,5,45810
4,23283722,42923,895940,5,45810
4,23283722,45404,1784082,5,45810
4,23283722,44600,7296998,5,45810
4,23283722,45215,845575,5,45810
4,23283722,41504,4220365,5,45810
4,23283722,44032,32396257,5,45810
4,23283722,40417,51137756,5,45810
4,23283722,45199,714648,5,45810
4,23283722,42529,744728,5,45810
4,23283722,45159,974363,5,45810
4,23283722,44684,22037957,5,45810
4,23283722,45214,1028890,5,45810
4,23283722,45356,56691321,5,45810
4,23283722,45157,1055691,5,45810
4,23283722,45322,7406890,5,45810
4,23283722,44946,744023,5,45810
4,23283722,44919,10939195,5,45810
4,23283722,45359,17193061,5,45810
4,23283722,45154,1079731,5,45810
4,23283722,43826,1061365,5,45810
4,23283722,45665,35505592,5,45810
4,23283722,45234,21046246,5,45810
4,23283722,45542,771308,5,45810
4,23283722,45310,871525,5,45810
4,23283722,45285,2676224,5,45810
4,23283722,36346,18050175,5,45810
4,23283722,41795,40822338,5,45810
4,23283722,44658,697060,5,45810
4,23283722,44104,957793,5,45810
4,23283722,45644,696763,5,45810
4,23283722,36591,753087,5,45810
4,23283722,44704,47397287,5,45810
4,23283722,45213,692094,5,45810
4,23283722,44039,44165332,5,45810
4,23283722,45208,704767,5,45810
4,23283722,45195,695868,5,45810
4,23283722,45664,14104879,5,45810
4,23283722,45099,56652185,5,45810
4,23283722,45634,853425,5,45810
4,23283722,44916,31580893,5,45810
4,23283722,45116,1060974,5,45810
4,23283722,45223,1053998,5,45810
5,37377554,1952,37377554,5,80137
5,37377554,2887,8605556,5,80137
5,37377554,3443,1065086,5,80137
5,37377554,38618,696248,5,80137
5,37377554,30467,27812268,5,80137
5,37377554,30480,10382571,5,80137
5,37377554,36638,694908,5,80137
5,37377554,3912,3430270,5,80137
5,37377554,3795,50647918,5,80137
5,37377554,78720,692694,5,80137
5,37377554,48154,692981,5,80137
5,37377554,79818,1004110,5,80137
5,37377554,79222,692008,5,80137
5,37377554,36643,9628561,5,80137
5,37377554,79837,694861,5,80137
5,37377554,37186,15631593,5,80137
5,37377554,79318,2955178,5,80137
5,37377554,71780,4892515,5,80137
5,37377554,71083,31859274,5,80137
5,37377554,30948,33648175,5,80137
5,37377554,75561,42472583,5,80137
5,37377554,60063,7421950,5,80137
5,37377554,79850,7345184,5,80137
5,37377554,78226,715355,5,80137
5,37377554,43569,13633122,5,80137
5,37377554,48159,3368800,5,80137
5,37377554,4577,1850570,5,80137
5,37377554,6183,728925,5,80137
5,37377554,79416,56691321,5,80137
5,37377554,79225,866705,5,80137
5,37377554,5033,24080755,5,80137
5,37377554,77739,1209234,5,80137
5,37377554,7517,43782941,5,80137
5,37377554,79690,694863,5,80137
5,37377554,79821,693763,5,80137
5,37377554,31990,11223970,5,80137
5,37377554,79556,1784082,5,80137
5,37377554,79227,693016,5,80137
5,37377554,48165,51303261,5,80137
5,37377554,78599,956054,5,80137
5,37377554,77166,772240,5,80137
5,37377554,42304,3218670,5,80137
5,37377554,43678,1286193,5,80137
5,37377554,75569,19283779,5,80137
5,37377554,44816,32960915,5,80137
5,37377554,79303,21046246,5,80137
5,37377554,34047,1889334,5,80137
5,37377554,76181,40822338,5,80137
5,37377554,48160,13531554,5,80137
5,37377554,77283,1963117,5,80137
5,37377554,37200,37614153,5,80137
5,37377554,78522,51591527,5,80137
5,37377554,79320,1896041,5,80137
5,37377554,78597,700914,5,80137
5,37377554,79860,14104879,5,80137
5,37377554,79230,21066808,5,80137
5,37377554,38156,991222,5,80137
5,37377554,78668,1826208,5,80137
5,37377554,77612,32197328,5,80137
5,37377554,48214,35791326,5,80137
5,37377554,78669,10327838,5,80137
5,37377554,40139,50463108,5,80137
5,37377554,78717,695042,5,80137
5,37377554,78660,7296998,5,80137
5,37377554,48383,28085670,5,80137
5,37377554,78021,2524202,5,80137
5,37377554,78008,32396257,5,80137
5,37377554,79236,2659513,5,80137
5,37377554,76620,744728,5,80137
5,37377554,78742,22037957,5,80137
5,37377554,70196,1013657,5,80137
5,37377554,77200,52686388,5,80137
5,37377554,77742,2871217,5,80137
5,37377554,35382,949677,5,80137
5,37377554,79691,2999304,5,80137
5,37377554,45364,698284,5,80137
5,37377554,37237,14644856,5,80137
5,37377554,79356,2676224,5,80137
5,37377554,79598,56233200,5,80137
5,37377554,77977,1055905,5,80137
5,37377554,47165,11325464,5,80137
5,37377554,79587,56248162,5,80137
5,37377554,79753,692017,5,80137
5,37377554,79823,853425,5,80137
5,37377554,79023,1052752,5,80137
5,37377554,35012,51056716,5,80137
5,37377554,32651,34837466,5,80137
5,37377554,51304,1863382,5,80137
