CompTime,ReturnCode,x,F285,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 28,Load 29,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 100,x 101,x 102,x 103,x 104,x 105,x 106,x 107,x 108,x 109,x 11,x 110,x 111,x 112,x 113,x 114,x 115,x 116,x 117,x 118,x 119,x 12,x 120,x 121,x 122,x 123,x 124,x 125,x 126,x 127,x 128,x 129,x 13,x 130,x 131,x 132,x 133,x 134,x 135,x 136,x 137,x 138,x 139,x 14,x 140,x 141,x 142,x 143,x 144,x 145,x 146,x 147,x 148,x 149,x 15,x 150,x 151,x 152,x 153,x 154,x 155,x 156,x 157,x 158,x 159,x 16,x 160,x 161,x 162,x 163,x 164,x 165,x 166,x 167,x 168,x 169,x 17,x 170,x 171,x 172,x 173,x 174,x 175,x 176,x 177,x 178,x 179,x 18,x 180,x 181,x 182,x 183,x 184,x 185,x 186,x 187,x 188,x 189,x 19,x 190,x 191,x 192,x 193,x 194,x 195,x 196,x 197,x 198,x 199,x 2,x 20,x 200,x 201,x 202,x 203,x 204,x 205,x 206,x 207,x 208,x 209,x 21,x 210,x 211,x 212,x 213,x 214,x 215,x 216,x 217,x 218,x 219,x 22,x 220,x 221,x 222,x 223,x 224,x 225,x 226,x 227,x 228,x 229,x 23,x 230,x 231,x 232,x 233,x 234,x 235,x 236,x 237,x 238,x 239,x 24,x 240,x 241,x 242,x 243,x 244,x 245,x 246,x 247,x 248,x 249,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
TIME_LIMIT,True,Org,1440.007871151,1,0.996788527,0.999887389,0.993044907,0.959638041,0.983706288,0.993674482,0.999046514,0.998928973,0.992256624,0.989661033,0.992634936,0.999859966,0.996837860,0.990335820,0.999052072,0.997282609,0.999653237,0.981804821,0.994940579,0.996303237,0.999921732,0.995529308,0.994030709,0.993957704,0.998443321,0.990064917,0.993507122,0.999765343,0.994917287,0.999826947,153007,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
TIME_LIMIT,True,Org_kmax_kmin,1440.002835274,1,0.996788527,0.999887389,0.993044907,0.959638041,0.983706288,0.993674482,0.999046514,0.998928973,0.992256624,0.989661033,0.992634936,0.999859966,0.996837860,0.990335820,0.999052072,0.997282609,0.999653237,0.981804821,0.994940579,0.996303237,0.999921732,0.995529308,0.994030709,0.993957704,0.998443321,0.990064917,0.993507122,0.999765343,0.994917287,0.999826947,153007,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
TIME_LIMIT,False,Dim.  1,0.092224836,1,1.015287493,0.999898650,0.976681271,0.960219835,0.987024589,1.013994800,1.006218390,1.014591419,0.997035194,0.981812080,1.004805189,1.029156998,1.007303038,1.001849942,1.009383421,1.025865539,1.028976398,0.947136371,1.028881760,1.027246890,1.030334541,0.986709350,1.004347576,0.979439113,0.995136719,0.976423168,1.002085461,0.982390085,0.998302225,0.979925803,154894,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  2,0.067293167,1,0.999516079,1.002894112,0.981237678,0.963544372,0.971698715,1.017884065,0.995864771,0.999088036,1.003197340,0.982136864,1.006345453,1.033748100,1.015229901,1.006965084,1.004185794,1.015555108,1.037612969,0.956305249,1.033650534,1.028050086,1.040185160,0.982812672,1.012996722,0.975595956,0.991958947,0.974205244,0.999656006,0.984150010,0.993208901,0.985333723,154767,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  3,0.036302090,1,0.999802032,0.998975237,0.980153341,0.952957799,0.989577129,1.017392444,1.008850842,1.009458972,0.993837854,0.993861577,1.014242017,1.034778347,0.999472977,0.999262045,0.991681667,1.018384326,1.035673262,0.944493189,1.031131588,1.041004201,0.998781251,0.994105310,1.016872736,0.976973087,0.999431007,0.982033806,1.001483472,0.978240928,0.987627466,0.981342678,154532,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  4,0.043730021,1,0.999923013,0.991227576,0.991073384,0.963741767,0.997809070,1.003670767,1.003554846,0.996712689,0.987850109,0.989141379,1.000379642,1.016013843,0.997418661,0.996876327,1.007381056,1.034252550,1.036009189,0.952170480,1.035146831,0.994326139,0.996567378,0.995297494,1.019736615,0.984926286,0.991658346,0.984727722,1.018908895,0.980075517,0.985791747,0.993142758,154161,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  5,0.051764965,1,0.989012802,0.992241078,0.962486309,0.966266337,0.992555092,1.006500317,1.005140536,1.007878942,0.984896929,0.988351070,0.999457654,1.017224134,1.001419736,1.013374174,0.999648521,1.021795044,0.999122256,0.970420496,1.022961161,0.998506879,0.994420591,0.985362623,1.016309161,0.976642149,0.996510891,0.985142950,0.997258801,0.992309661,0.995713118,0.993542944,153702,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
TIME_LIMIT,False,Dim.  6,0.063083172,1,0.995963662,0.990394252,0.979200438,0.969216864,0.990810857,1.012203116,1.016976204,1.021261479,0.990035926,1.011356624,0.999175633,1.031727615,0.996300081,1.002234083,1.002897038,1.014436840,0.998125312,0.947377657,0.994542284,0.997837548,0.996220761,0.992482614,1.020944275,0.977923201,0.998529207,0.983087066,1.000763236,0.981312797,1.000244055,0.976735131,153765,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  7,0.077240944,1,0.996854516,0.982410108,0.970262870,0.969840214,0.973581213,1.009067669,1.010882182,1.012173655,1.014451976,1.011313319,0.997537747,0.999629911,1.002860984,1.006105821,1.019927787,1.017545625,0.984038057,0.966680559,0.998579056,0.999289480,0.991021513,1.019085992,0.989821151,0.979887481,1.003177773,0.999898725,1.011642032,1.001642597,1.014929808,0.998161307,153520,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
TIME_LIMIT,False,Dim.  8,0.096138954,1,0.997756368,1.008333239,0.973263965,0.966765018,0.980590062,1.007986104,1.017484039,1.023064198,1.002767152,0.999307127,1.012517355,0.996189085,1.007916106,1.013353956,0.991457998,1.036511451,0.995687133,0.943813201,0.999623235,0.995407365,0.995594615,0.998421459,0.993777676,0.987733925,1.011272505,0.994045027,1.002805697,0.992768309,1.005379824,0.996041403,153667,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0
