CompTime,ReturnCode,x,F133,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
TIME_LIMIT,True,Org,60.006952047,0,0.909494087,0.976682212,0.989346767,0.905062809,0.999216178,0.988668127,0.966718209,0.946497824,0.977660497,0.989276139,0.926960671,0.943123233,0.969367089,0.966156326,0.900664670,0.986450086,0.917752443,0.942551824,0.928108972,0.981946382,0.979168596,0.961512891,0.989170263,0.874535830,0.969854191,0.988883399,0.968968969,0.990509202,21905,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
TIME_LIMIT,True,Org_kmax_kmin,60.004152298,0,0.909494087,0.976682212,0.989346767,0.905062809,0.999216178,0.988668127,0.966718209,0.946497824,0.977660497,0.989276139,0.926960671,0.943123233,0.969367089,0.966156326,0.900664670,0.986450086,0.917752443,0.942551824,0.928108972,0.981946382,0.979168596,0.961512891,0.989170263,0.874535830,0.969854191,0.988883399,0.968968969,0.990509202,21905,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  1,0.034925222,0,1.026116951,1.081797320,1.113882236,1.086714884,1.259209908,1.090201707,1.076062146,1.132568263,1.099624060,1.073305247,0.879242669,1.205138866,0.973755274,0.867042707,0.719158571,1.089870215,0.857491857,0.938052386,0.843605482,0.928637843,1.002407185,0.915417005,0.953342562,0.751915936,0.985061276,0.866189065,1.055146055,1.109102913,23632,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
OPTIMAL,False,Dim.  2,0.159108877,0,0.980617608,1.039825302,1.161780494,0.956071565,1.178319486,1.081816121,1.036300714,1.012979818,1.091526894,1.026350057,0.855152775,1.088059205,0.931054852,0.858178888,0.813015850,1.041302751,0.889069852,0.966896995,0.890692004,1.027041686,0.996018887,0.949397946,1.009038352,0.850359485,0.910904374,0.969367589,1.053235053,1.132623587,23406,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  3,0.525143147,0,0.915735874,1.071581908,1.152861508,1.029691663,0.993494278,1.036564176,0.997275606,1.089671547,1.055234239,1.068402911,0.955976295,0.982704141,1.027257384,0.881708300,0.868891973,1.022855277,0.881650380,0.975895870,0.931388212,0.962653030,0.869271364,1.050675925,1.019949516,0.910484317,1.003846498,0.936758893,1.058513059,1.099529587,23246,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  4,0.931962013,0,1.100936268,1.036494189,0.999504501,1.010125619,0.996707948,1.157664123,1.074147706,1.176968738,0.976865240,1.164304864,0.954206111,1.093630467,0.912489451,0.807493956,0.818274779,1.047506326,0.972584148,0.936686486,0.802825191,0.890980939,0.917970558,0.998965797,1.008468366,0.874456822,1.015833259,0.881505270,1.052416052,1.127341751,23188,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
OPTIMAL,False,Dim.  5,0.398845911,0,1.079993430,1.062846991,0.996036006,0.997944423,0.996316037,1.187504722,1.010750313,1.081677879,1.027978600,1.051857526,0.965289002,1.028355230,0.946666667,0.839242546,0.836681031,1.065219166,0.845367354,0.960228186,0.924913815,0.949480862,0.930376817,1.035827731,0.976467714,0.898712175,1.026657125,0.925148221,0.940030940,1.155731617,23123,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  6,0.745995998,0,1.001149803,0.972092679,0.992484929,1.054282451,0.996002508,0.996902621,0.980487446,1.091650178,1.035280509,1.049712754,0.914415454,1.001164144,1.023628692,0.975906527,0.858008911,1.058036079,0.907166124,0.961192351,0.913142184,0.959088796,0.977039163,1.041811332,1.007816953,0.830370546,1.006977368,1.013833992,1.060697061,1.050507551,23011,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  7,1.602049112,0,1.000246386,0.995706566,0.993558510,0.997106966,0.997099859,0.999244542,1.008762241,1.069489513,1.099696356,1.118422061,0.867005311,1.001663063,0.868185654,0.972038678,0.884230516,0.982042282,1.093376764,0.989474530,0.983015219,0.995893383,0.928895473,0.960478688,0.921341910,0.963024413,0.927095447,0.967885375,1.113932114,1.106627053,22968,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  8,1.371235847,0,0.928794350,0.953290399,0.996201173,0.966273316,0.989496786,0.998564629,0.958618658,1.083023348,1.078368999,1.108770586,0.982913877,0.986196574,1.016033755,0.926027397,0.831568183,0.948983756,0.892055737,0.960469227,0.892373665,0.995660933,0.954726414,1.097879885,1.088999267,0.989333965,0.966633867,0.878293808,1.007917008,1.167780804,22938,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
