CompTime,F118,Load,Load 1,Load 10,Load 11,Load 12,Load 2,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,ReturnCode,Valid?,x,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
OPTIMAL,0.844933032989502,1,0.990969215649818,0.99337056950462,0.99012101092311,0.997670956588552,0.985648559627751,0.996930422919509,0.994101089217966,0.955046366462021,0.995053993899926,0.996640799958336,0.996719195396117,0.995320581233068,0.994782608695652,TRUE,62282,Org,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
OPTIMAL,0.892350912094116,1,0.990969215649818,0.99337056950462,0.99012101092311,0.997670956588552,0.985648559627751,0.996930422919509,0.994101089217966,0.955046366462021,0.995053993899926,0.996640799958336,0.996719195396117,0.995320581233068,0.994782608695652,TRUE,62282,Org_kmax_kmin,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
OPTIMAL,0.0113151073455811,1,1.00467475895774,0.951349376207131,0.954460269865067,1.03570399538993,0.967951063941026,1.01283641324569,1.02232284910048,0.995299134321457,0.98024345341137,1.0050778605281,0.97501747969666,1.06679801877241,1.02578184591915,FALSE,63425,Dim.  1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
OPTIMAL,0.124247074127197,1,0.996308002868602,0.962598527953229,0.946428571428571,1.04031406069919,0.959821195169133,1.02288230187275,1.02915187859503,0.990957897711218,0.965460390734482,0.999192750377584,0.975178830742753,1.07640314150453,1.02877192982456,FALSE,63403,Dim.  2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
OPTIMAL,0.0875470638275146,1,0.997157959042737,0.977684397348228,0.961233668879846,1.03085382251249,0.975061431484289,0.995256108148332,1.03294578386978,0.975545223355339,0.995933283873272,1.04015415863757,0.970472758565051,0.998878034096817,1.03298245614035,FALSE,62995,Dim.  3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1
OPTIMAL,0.171077013015747,1,0.999575021912933,0.951636477527797,0.987283144142215,1.03815309258548,0.994118262142521,0.996186283021208,1.01478399216742,0.969354465822395,1.00708927541011,0.994609655747096,0.996799870919163,0.997345592863202,1.03652173913043,FALSE,62876,Dim.  4,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
OPTIMAL,0.206395864486694,1,0.991633243910861,0.987002140209845,0.987524095095309,1.04079427583557,0.968761436712501,0.996341312166687,1.0215395912373,0.968429705361042,1.01107355810183,0.999062548825582,0.983138815683322,0.993870235065539,1.02215102974828,FALSE,62784,Dim.  5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
OPTIMAL,0.560192108154297,1,0.973359186166963,0.972386072975936,0.969747269222532,0.997310795236266,0.994745647513985,0.973241969490264,1.04653041243422,0.994528500603663,1.0024180474267,0.997187646476746,0.995374603345345,0.998549653832471,1.0231884057971,FALSE,62652,Dim.  6,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
OPTIMAL,0.971858024597168,1,0.998857871391006,0.98154721511719,1.00275754979653,0.997238762965809,0.989648141370837,0.98626441771053,0.995300452820952,0.980117650080917,1.01057895749183,0.997109525545545,0.968186952078739,0.999835809867827,1.04402745995423,FALSE,62577,Dim.  7,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
OPTIMAL,0.619186878204346,1,0.994767457302983,0.971942370934906,0.985837438423645,0.999375720322705,0.993700005228211,1.01968870147588,0.998237669807857,0.965963677464101,1.00398428269173,0.999114629446383,1.01686118431668,0.998385463700298,0.996521739130435,FALSE,62460,Dim.  8,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1
