Chamber,Danger,Homecage,Leverpress,Safety,Session,Shock,Timestep,Trial
1,0,0,0,0,1,0,1,0
1,0,0,0,0,1,0,2,0
1,0,0,0,0,1,0,3,0
1,0,0,0,0,1,0,4,0
1,0,0,0,0,1,0,5,0
1,1,0,0,0,1,0,6,1
1,1,0,1,0,1,0,7,1
1,0,0,1,1,1,0,8,1
1,0,0,0,1,1,0,9,1
1,0,0,0,1,1,0,10,1
1,0,0,0,1,1,0,11,1
1,0,0,0,1,1,0,12,1
1,0,0,0,1,1,0,13,1
1,0,0,1,1,1,0,14,1
1,0,0,0,1,1,0,15,1
1,0,0,0,1,1,0,16,1
1,0,0,1,1,1,0,17,1
1,0,0,0,1,1,0,18,1
1,0,0,0,1,1,0,19,1
1,0,0,0,1,1,0,20,1
1,0,0,0,1,1,0,21,1
1,0,0,1,1,1,0,22,1
1,1,0,1,0,1,0,23,2
1,0,0,1,1,1,0,24,2
1,0,0,0,1,1,0,25,2
1,0,0,0,1,1,0,26,2
1,0,0,0,1,1,0,27,2
1,0,0,0,1,1,0,28,2
1,0,0,0,1,1,0,29,2
1,0,0,1,1,1,0,30,2
1,0,0,1,1,1,0,31,2
1,0,0,0,1,1,0,32,2
1,0,0,0,1,1,0,33,2
1,0,0,0,1,1,0,34,2
1,0,0,0,1,1,0,35,2
1,0,0,0,1,1,0,36,2
1,0,0,0,1,1,0,37,2
1,0,0,0,1,1,0,38,2
1,1,0,0,0,1,0,39,3
1,1,0,0,0,1,0,40,3
1,1,0,0,0,1,0,41,3
1,1,0,1,0,1,0,42,3
1,0,0,0,1,1,0,43,3
1,0,0,1,1,1,0,44,3
1,0,0,0,1,1,0,45,3
1,0,0,0,1,1,0,46,3
1,0,0,0,1,1,0,47,3
1,0,0,1,1,1,0,48,3
1,0,0,1,1,1,0,49,3
1,0,0,0,1,1,0,50,3
1,0,0,0,1,1,0,51,3
1,0,0,0,1,1,0,52,3
1,0,0,0,1,1,0,53,3
1,0,0,0,1,1,0,54,3
1,0,0,0,1,1,0,55,3
1,0,0,0,1,1,0,56,3
1,0,0,1,1,1,0,57,3
1,1,0,1,0,1,0,58,4
1,0,0,1,1,1,0,59,4
1,0,0,0,1,1,0,60,4
1,0,0,0,1,1,0,61,4
1,0,0,0,1,1,0,62,4
1,0,0,0,1,1,0,63,4
1,0,0,0,1,1,0,64,4
1,0,0,0,1,1,0,65,4
1,0,0,1,1,1,0,66,4
1,0,0,0,1,1,0,67,4
1,0,0,0,1,1,0,68,4
1,0,0,0,1,1,0,69,4
1,0,0,0,1,1,0,70,4
1,0,0,1,1,1,0,71,4
1,0,0,1,1,1,0,72,4
1,0,0,1,1,1,0,73,4
1,1,0,0,0,1,0,74,5
1,1,0,0,0,1,0,75,5
1,1,0,0,0,1,0,76,5
1,1,0,0,0,1,0,77,5
1,1,0,0,0,1,0,78,5
1,1,0,0,0,1,0,79,5
1,1,0,0,0,1,1,80,5
1,1,0,0,0,1,1,81,5
1,1,0,1,0,1,1,82,5
1,0,0,0,1,1,0,83,5
1,0,0,0,1,1,0,84,5
1,0,0,0,1,1,0,85,5
1,0,0,0,1,1,0,86,5
1,0,0,0,1,1,0,87,5
1,0,0,0,1,1,0,88,5
1,0,0,0,1,1,0,89,5
1,0,0,0,1,1,0,90,5
1,0,0,0,1,1,0,91,5
1,0,0,0,1,1,0,92,5
1,0,0,0,1,1,0,93,5
1,0,0,0,1,1,0,94,5
1,0,0,0,1,1,0,95,5
1,0,0,0,1,1,0,96,5
1,0,0,0,1,1,0,97,5
1,1,0,0,0,1,0,98,6
1,1,0,0,0,1,0,99,6
1,1,0,0,0,1,0,100,6
1,1,0,0,0,1,0,101,6
1,1,0,0,0,1,0,102,6
1,1,0,0,0,1,0,103,6
1,1,0,0,0,1,1,104,6
1,1,0,0,0,1,1,105,6
1,1,0,0,0,1,1,106,6
1,1,0,1,0,1,1,107,6
1,0,0,1,1,1,0,108,6
1,0,0,0,1,1,0,109,6
1,0,0,0,1,1,0,110,6
1,0,0,0,1,1,0,111,6
1,0,0,0,1,1,0,112,6
1,0,0,0,1,1,0,113,6
1,0,0,0,1,1,0,114,6
1,0,0,0,1,1,0,115,6
1,0,0,0,1,1,0,116,6
1,0,0,0,1,1,0,117,6
1,0,0,0,1,1,0,118,6
1,0,0,0,1,1,0,119,6
1,0,0,0,1,1,0,120,6
1,0,0,0,1,1,0,121,6
1,0,0,0,1,1,0,122,6
1,1,0,0,0,1,0,123,7
1,1,0,0,0,1,0,124,7
1,1,0,0,0,1,0,125,7
1,1,0,0,0,1,0,126,7
1,1,0,0,0,1,0,127,7
1,1,0,0,0,1,0,128,7
1,1,0,0,0,1,1,129,7
1,1,0,0,0,1,1,130,7
1,1,0,1,0,1,1,131,7
1,0,0,1,1,1,0,132,7
1,0,0,0,1,1,0,133,7
1,0,0,0,1,1,0,134,7
1,0,0,0,1,1,0,135,7
1,0,0,0,1,1,0,136,7
1,0,0,0,1,1,0,137,7
1,0,0,0,1,1,0,138,7
1,0,0,0,1,1,0,139,7
1,0,0,0,1,1,0,140,7
1,0,0,0,1,1,0,141,7
1,0,0,0,1,1,0,142,7
1,0,0,0,1,1,0,143,7
1,0,0,0,1,1,0,144,7
1,0,0,0,1,1,0,145,7
1,0,0,0,1,1,0,146,7
1,1,0,0,0,1,0,147,8
1,1,0,0,0,1,0,148,8
1,1,0,0,0,1,0,149,8
1,1,0,0,0,1,0,150,8
1,1,0,0,0,1,0,151,8
1,1,0,0,0,1,0,152,8
1,1,0,1,0,1,1,153,8
1,0,0,1,1,1,0,154,8
1,0,0,0,1,1,0,155,8
1,0,0,0,1,1,0,156,8
1,0,0,0,1,1,0,157,8
1,0,0,0,1,1,0,158,8
1,0,0,0,1,1,0,159,8
1,0,0,0,1,1,0,160,8
1,0,0,0,1,1,0,161,8
1,0,0,0,1,1,0,162,8
1,0,0,0,1,1,0,163,8
1,0,0,0,1,1,0,164,8
1,0,0,0,1,1,0,165,8
1,0,0,0,1,1,0,166,8
1,0,0,0,1,1,0,167,8
1,0,0,0,1,1,0,168,8
1,1,0,0,0,1,0,169,9
1,1,0,0,0,1,0,170,9
1,1,0,0,0,1,0,171,9
1,1,0,0,0,1,0,172,9
1,1,0,0,0,1,0,173,9
1,1,0,0,0,1,0,174,9
1,1,0,1,0,1,1,175,9
1,0,0,1,1,1,0,176,9
1,0,0,0,1,1,0,177,9
1,0,0,0,1,1,0,178,9
1,0,0,0,1,1,0,179,9
1,0,0,0,1,1,0,180,9
1,0,0,0,1,1,0,181,9
1,0,0,0,1,1,0,182,9
1,0,0,0,1,1,0,183,9
1,0,0,0,1,1,0,184,9
1,0,0,0,1,1,0,185,9
1,0,0,0,1,1,0,186,9
1,0,0,0,1,1,0,187,9
1,0,0,0,1,1,0,188,9
1,0,0,0,1,1,0,189,9
1,0,0,0,1,1,0,190,9
1,1,0,0,0,1,0,191,10
1,1,0,0,0,1,0,192,10
1,1,0,0,0,1,0,193,10
1,1,0,0,0,1,0,194,10
1,1,0,0,0,1,0,195,10
1,1,0,0,0,1,0,196,10
1,1,0,1,0,1,1,197,10
1,0,0,1,1,1,0,198,10
1,0,0,0,1,1,0,199,10
1,0,0,0,1,1,0,200,10
1,0,0,0,1,1,0,201,10
1,0,0,0,1,1,0,202,10
1,0,0,0,1,1,0,203,10
1,0,0,0,1,1,0,204,10
1,0,0,0,1,1,0,205,10
1,0,0,0,1,1,0,206,10
1,0,0,0,1,1,0,207,10
1,0,0,0,1,1,0,208,10
