CompTime,ReturnCode,x,F285,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 28,Load 29,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 100,x 101,x 102,x 103,x 104,x 105,x 106,x 107,x 108,x 109,x 11,x 110,x 111,x 112,x 113,x 114,x 115,x 116,x 117,x 118,x 119,x 12,x 120,x 121,x 122,x 123,x 124,x 125,x 126,x 127,x 128,x 129,x 13,x 130,x 131,x 132,x 133,x 134,x 135,x 136,x 137,x 138,x 139,x 14,x 140,x 141,x 142,x 143,x 144,x 145,x 146,x 147,x 148,x 149,x 15,x 150,x 151,x 152,x 153,x 154,x 155,x 156,x 157,x 158,x 159,x 16,x 160,x 161,x 162,x 163,x 164,x 165,x 166,x 167,x 168,x 169,x 17,x 170,x 171,x 172,x 173,x 174,x 175,x 176,x 177,x 178,x 179,x 18,x 180,x 181,x 182,x 183,x 184,x 185,x 186,x 187,x 188,x 189,x 19,x 190,x 191,x 192,x 193,x 194,x 195,x 196,x 197,x 198,x 199,x 2,x 20,x 200,x 201,x 202,x 203,x 204,x 205,x 206,x 207,x 208,x 209,x 21,x 210,x 211,x 212,x 213,x 214,x 215,x 216,x 217,x 218,x 219,x 22,x 220,x 221,x 222,x 223,x 224,x 225,x 226,x 227,x 228,x 229,x 23,x 230,x 231,x 232,x 233,x 234,x 235,x 236,x 237,x 238,x 239,x 24,x 240,x 241,x 242,x 243,x 244,x 245,x 246,x 247,x 248,x 249,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
TIME_LIMIT,True,Org,1440.007200003,1,0.999694669,0.979490367,0.985155328,0.995850580,0.996089512,0.999768248,0.995829893,0.996871943,0.999457752,0.999654731,0.977720733,0.997845055,0.993581489,0.985755849,0.997554466,0.996602135,0.998441791,0.998884070,0.994051641,0.996818514,0.993906924,0.996617626,0.992055903,0.995974033,0.997903284,0.998715303,0.995404863,0.999737461,0.998983152,0.997411270,149958,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TIME_LIMIT,True,Org_kmax_kmin,1440.002045870,1,0.999694669,0.979490367,0.985155328,0.995850580,0.996089512,0.999768248,0.995829893,0.996871943,0.999457752,0.999654731,0.977720733,0.997845055,0.993581489,0.985755849,0.997554466,0.996602135,0.998441791,0.998884070,0.994051641,0.996818514,0.993906924,0.996617626,0.992055903,0.995974033,0.997903284,0.998715303,0.995404863,0.999737461,0.998983152,0.997411270,149958,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
OPTIMAL,False,Dim.  1,0.008382082,1,1.039545584,0.968131845,0.955039979,1.017181673,1.000784246,1.003498356,0.974341823,1.010305526,1.035277433,1.023772773,0.972724008,0.999049289,0.994090578,0.995132978,0.973375581,0.983545525,1.000425985,1.027403461,0.986342036,0.998823286,1.017916937,1.007895665,1.030473388,1.017434946,0.978930058,0.998957500,1.003981709,1.004179619,0.967460878,1.013757251,151541,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  2,0.029980898,1,0.999252466,0.951694134,0.980982654,1.027263227,1.009636561,1.001931269,0.969262445,1.013160589,1.010646840,1.007047546,0.976474192,0.996186593,1.005759690,1.004639894,0.978085891,0.989292531,1.009977019,1.020907904,0.976117948,1.018653098,1.003886394,1.004783051,1.012945936,1.022355573,0.997821060,0.999189166,1.011945126,1.006647484,0.984458288,1.008072611,151291,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  3,0.035779953,1,0.999989471,0.978268790,0.970955127,1.017663211,0.998184416,1.005639305,0.966597339,1.021350411,1.018394736,1.017009566,0.953751241,0.991559800,1.002315855,0.994776063,0.980042318,0.986817543,1.015380304,1.028466754,0.979208436,0.999803881,1.009606201,1.003060737,1.009299637,1.021275435,0.992281207,1.007192199,1.013004684,1.003539024,0.977629354,1.013144409,151199,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  4,0.042675972,1,0.999957885,0.981108420,0.965744746,1.024179337,1.007187134,1.024587812,0.964360740,1.014389062,1.018186179,1.013059285,0.982305466,0.984366087,0.989658511,1.002628192,0.972227243,0.975438891,1.018238888,1.030193288,0.968508036,1.010634009,1.014557511,1.004834928,1.006336363,1.016714855,0.995806568,1.001158334,1.001416462,0.994602201,0.961338385,1.018247905,151092,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
OPTIMAL,False,Dim.  5,0.032013893,1,0.999547268,0.972803840,0.960173898,1.011239293,0.996497749,1.006257311,0.974038733,1.009350047,1.019062119,1.015222292,0.975534005,0.986436524,0.990207529,0.998107269,0.968877925,0.990886591,0.999159240,1.024118836,0.975309326,1.013031019,1.011000472,1.013581374,1.011411759,1.017369483,0.985826610,1.009108715,1.012458175,0.999684953,0.990323893,1.001162287,151008,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  6,0.062788010,1,0.999463039,0.969974926,0.996460873,1.009057006,1.006295457,1.015439115,0.968760778,1.007359465,1.014359156,0.995927859,0.984154148,0.973211079,0.992223919,0.994202836,0.967920977,0.981301256,1.003430301,1.030677559,0.974290240,1.000958804,1.006828636,1.007781536,1.011811065,1.021122688,0.989876150,1.001832273,1.012859692,1.012916912,0.999422002,0.996259549,150884,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  7,0.076982021,1,0.998252245,0.956966203,0.997476734,1.012796607,1.003512994,1.005904165,0.968008278,1.013444958,1.032128221,1.003523773,0.991485496,0.982665371,0.995777558,0.991964006,0.969409563,0.984908866,1.006008632,0.999410452,0.977037341,0.993462699,1.007256798,1.001784566,1.009772500,1.033047842,0.998119122,1.004106819,1.001862592,1.007193565,0.997366900,0.994188565,150840,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1
TIME_LIMIT,False,Dim.  8,0.096320868,1,0.998747091,0.970210668,0.990322017,1.019077087,1.015459321,1.007217428,0.967893312,1.005141388,1.024265618,0.995856774,0.988527603,0.985633702,0.994210363,0.997274468,0.978181586,0.984929840,1.015346673,0.997494420,0.973681004,1.001165819,1.004852504,1.005789463,1.022256082,0.996563199,0.993555681,1.002042879,1.005487397,1.001911283,0.993353028,0.997749390,150759,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
