CompTime,ReturnCode,x,F285,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 28,Load 29,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 100,x 101,x 102,x 103,x 104,x 105,x 106,x 107,x 108,x 109,x 11,x 110,x 111,x 112,x 113,x 114,x 115,x 116,x 117,x 118,x 119,x 12,x 120,x 121,x 122,x 123,x 124,x 125,x 126,x 127,x 128,x 129,x 13,x 130,x 131,x 132,x 133,x 134,x 135,x 136,x 137,x 138,x 139,x 14,x 140,x 141,x 142,x 143,x 144,x 145,x 146,x 147,x 148,x 149,x 15,x 150,x 151,x 152,x 153,x 154,x 155,x 156,x 157,x 158,x 159,x 16,x 160,x 161,x 162,x 163,x 164,x 165,x 166,x 167,x 168,x 169,x 17,x 170,x 171,x 172,x 173,x 174,x 175,x 176,x 177,x 178,x 179,x 18,x 180,x 181,x 182,x 183,x 184,x 185,x 186,x 187,x 188,x 189,x 19,x 190,x 191,x 192,x 193,x 194,x 195,x 196,x 197,x 198,x 199,x 2,x 20,x 200,x 201,x 202,x 203,x 204,x 205,x 206,x 207,x 208,x 209,x 21,x 210,x 211,x 212,x 213,x 214,x 215,x 216,x 217,x 218,x 219,x 22,x 220,x 221,x 222,x 223,x 224,x 225,x 226,x 227,x 228,x 229,x 23,x 230,x 231,x 232,x 233,x 234,x 235,x 236,x 237,x 238,x 239,x 24,x 240,x 241,x 242,x 243,x 244,x 245,x 246,x 247,x 248,x 249,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
TIME_LIMIT,True,Org,1440.004754782,1,0.998988186,0.999390560,0.986107035,0.984576180,0.996483871,0.990936756,0.998877246,0.997086487,0.992473706,0.999020500,0.996377038,0.990446916,0.997798876,0.933452407,0.982074430,0.980191460,0.995706312,0.968433795,0.992449239,0.980597015,0.979274611,0.993792951,0.988378995,0.989286167,0.995367239,0.996275127,0.999794309,0.987951427,0.991767421,0.979642420,56357,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
TIME_LIMIT,True,Org_kmax_kmin,1440.002887011,1,0.998988186,0.999390560,0.986107035,0.984576180,0.996483871,0.990936756,0.998877246,0.997086487,0.992473706,0.999020500,0.996377038,0.990446916,0.997798876,0.933452407,0.982074430,0.980191460,0.995706312,0.968433795,0.992449239,0.980597015,0.979274611,0.993792951,0.988378995,0.989286167,0.995367239,0.996275127,0.999794309,0.987951427,0.991767421,0.979642420,56357,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
TIME_LIMIT,False,Dim.  1,0.094624996,1,1.010177663,1.142791846,0.939405799,1.008717811,1.031967742,0.961133898,1.010410996,1.049054692,0.888295648,0.907926957,0.994940346,1.048729771,0.994809291,0.954423675,0.940345522,1.069396138,0.924530171,1.038549879,1.024492386,0.918291521,0.922344157,0.980872154,0.971947143,1.020635223,0.986135534,1.131462334,1.126636956,1.012363980,0.881574868,1.107571301,58276,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  2,0.030426979,1,0.987560634,1.111375202,0.960669210,1.007846030,1.052451613,0.945785922,0.988976592,1.081958387,0.914734167,0.925208144,0.967081017,1.051110508,1.004270837,0.945831922,0.931382737,1.058166882,0.908577468,1.025948228,1.017512690,0.958431248,0.925691114,0.999398296,0.965605573,0.978794218,0.955938050,1.114411406,1.137367158,1.056678757,0.873376735,1.123731782,58244,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  3,0.036026001,1,0.511620986,0.985830515,0.883997000,0.979747854,1.048935484,1.027255888,1.013643168,0.931785793,0.911871603,1.098789617,0.928477731,1.057740409,0.889286770,1.082560897,0.956777294,0.996886283,0.950985897,0.960705196,1.039403553,1.018100984,0.898271812,1.032650347,1.057855112,0.925954102,1.014743676,0.949393103,0.995817621,1.105156915,0.960524956,0.957929872,45516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIME_LIMIT,False,Dim.  4,0.042715073,1,0.993155373,1.107870921,0.918794638,1.091369367,0.998580645,0.887040222,1.058485302,1.056591823,0.968543952,0.877352550,0.927041039,1.024410090,0.995729163,0.945647153,1.025199714,1.050945709,0.900056148,1.013656962,1.003331218,0.956525881,0.944839571,1.043132660,0.989847240,1.008463294,1.011936967,1.100475242,0.999897155,0.986153604,0.924218938,1.158894874,58024,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  5,0.058184147,1,0.989971134,1.124752415,0.965822000,1.023471030,1.062870968,0.962754697,1.067841590,1.056085125,0.919462224,0.917092283,0.940564682,1.061386855,1.010381419,0.984387029,0.966941612,1.030640299,0.969779040,1.015270967,0.990767766,0.930168307,0.936214720,1.025239890,0.952485083,1.015341702,1.029216827,1.144563612,0.995063421,0.999243022,0.895559919,0.986648600,57726,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  6,0.063324928,1,0.999285778,1.110948594,0.896715912,1.118260461,1.031870968,0.901792802,1.064473326,1.065554042,0.937377376,0.950955013,1.000874508,1.057589730,1.084332600,0.929171927,1.013379230,1.029348438,0.948607854,1.018374822,1.018210660,0.909177517,0.977922956,1.008265510,0.910124645,1.034106758,0.994352766,0.989242823,0.999211519,0.983535720,0.943853123,0.990779603,57594,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  7,0.077183962,1,0.981251674,1.140354085,0.998336758,0.981122586,1.048774194,1.011775602,1.056375885,1.058428603,0.899295616,0.960785000,0.969798238,1.110267306,1.060678735,0.983678748,0.942975904,1.058763126,0.920930079,1.059625054,0.962309645,0.920355668,1.000868922,0.976596890,0.938989722,0.988176747,0.999256053,0.999646779,0.992629414,0.992146349,0.916193035,0.998744175,57492,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
TIME_LIMIT,False,Dim.  8,0.095921993,1,0.999880963,0.985800043,0.978247399,0.993830472,1.088774194,0.969237894,1.063384594,1.048928017,0.926666881,0.904008955,1.006871135,1.130819998,1.047340583,0.906599329,0.990744950,1.022127265,0.961125607,1.000155193,0.983565990,0.985392188,0.914169858,1.000791715,0.968260910,1.085298593,0.988198296,0.977361762,0.998525883,0.995773537,0.998449933,0.996662150,57346,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
