CompTime,ReturnCode,x,F128,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
OPTIMAL,True,Org,27.575066090,0,0.988328009,0.994280974,0.993752210,0.974357825,0.998620535,0.980839744,0.985818153,0.997968238,0.985650337,0.977678208,0.977599558,0.967674349,0.987424648,0.997885587,0.981796218,0.945912153,0.984998562,0.997071803,0.962363919,0.917504108,0.990829194,0.875127442,0.999962352,41469,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
OPTIMAL,True,Org_kmax_kmin,36.252847195,0,0.988328009,0.994280974,0.993752210,0.974357825,0.998620535,0.980839744,0.985818153,0.997968238,0.985650337,0.977678208,0.977599558,0.967674349,0.987424648,0.997885587,0.981796218,0.945912153,0.984998562,0.997071803,0.962363919,0.917504108,0.990829194,0.875127442,0.999962352,41469,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
OPTIMAL,False,Dim.  1,0.012856960,1,0.955654952,1.035798481,1.037683210,1.040121935,1.080381776,0.945646704,1.062360179,1.034291164,0.990377777,1.033075356,0.982142857,0.960832941,1.027306479,0.981166060,1.053278347,0.950510225,0.893428137,0.964985359,0.902688291,0.951281953,1.033664501,1.018840993,1.061779986,42899,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  2,0.035282135,1,0.996123536,1.052344364,1.029510000,0.999148249,1.109760644,0.939930980,1.050215724,1.001948833,0.997699034,0.980366599,0.971950063,0.943558387,0.993013693,0.975723403,1.059943347,0.928528214,0.931938679,0.980080010,0.892112864,0.993045738,1.056973634,1.035642918,1.063888261,42873,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  3,0.067822933,1,0.992161874,0.980136209,1.067389681,1.060832922,0.998210424,1.007620965,1.029522212,1.072894639,1.054637493,0.995967413,1.001896334,0.922649335,1.042596511,1.034457105,1.030325752,0.971967894,0.864165057,0.996205716,0.875449900,0.938061213,1.032327092,0.965865992,1.051012725,42612,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  4,0.100322962,1,0.996762513,1.005937309,1.011591811,1.030573363,0.998471404,1.004277806,1.010985938,1.067794502,1.008450822,1.041140530,0.982142857,0.958352931,1.009261847,1.008731744,1.006873282,0.948533860,0.989971641,0.954179899,0.963696956,0.937220588,1.010928544,0.956363933,1.079323846,42526,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
OPTIMAL,False,Dim.  5,0.130402088,1,0.983897764,1.034707064,1.070100986,0.975209575,0.998657818,1.002624200,1.012983381,1.049135465,1.006777392,0.991120163,1.040692162,0.939154231,1.035171065,1.047809233,1.015579438,0.934094301,0.962927952,1.041530911,0.896423017,0.943945589,1.014138326,0.940785449,0.991190422,42444,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1
OPTIMAL,False,Dim.  6,0.157572031,1,0.998807242,1.046363398,1.027191638,1.001210382,0.999440758,0.996656841,1.037072547,1.034913132,1.009036523,1.002281059,1.022637484,0.945482533,1.016607449,1.042875602,0.980546530,0.934457306,0.999630102,0.990349322,0.941435237,0.903137060,1.043943447,0.965172709,0.995294029,42360,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
OPTIMAL,False,Dim.  7,0.096983910,1,0.999275825,1.042827207,1.066525207,0.961895369,0.998173141,0.978862607,1.003275807,1.051581872,0.983516713,0.963380855,1.046697219,0.945653568,1.027106871,1.031050550,0.996834125,0.977533981,0.997657310,0.972120262,0.929615641,0.972526843,1.000229270,0.943925615,0.990964536,42287,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1
OPTIMAL,False,Dim.  8,1.213676929,1,0.986070288,1.020824238,0.999842823,0.939256736,0.999888152,0.960744841,0.996684244,1.046730522,1.046646864,1.013197556,0.993599874,1.001924146,1.018483772,1.013821998,1.035574440,0.984673093,0.969709424,0.971419145,0.946323039,0.994383096,0.992701567,0.963459892,0.998192907,42207,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0
OPTIMAL,False,Dim.  9,2.062218904,1,0.998296060,0.979525015,0.998585406,0.999148249,0.999440758,1.005284348,0.978906999,1.023303064,1.048445802,1.035845214,1.005689001,0.913541711,1.029342489,1.049923646,1.012330251,0.935384988,0.970284822,0.998597765,0.946767385,0.976003974,0.977760795,0.978304311,0.983811460,42166,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0
OPTIMAL,False,Dim.  10,2.406060934,1,0.994462194,0.996900375,0.999331997,0.984399516,0.998993364,0.966496513,0.999480665,1.096653813,1.061414885,1.005621181,1.015802781,0.995253773,0.961635195,1.041661772,0.950762309,0.968216835,0.995725618,1.015795769,0.961697401,0.956822437,0.978181123,0.923698055,0.996912883,42117,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0
OPTIMAL,False,Dim.  11,1.253871918,1,0.991948882,1.040600716,0.984910998,0.985834043,0.999888152,1.002336617,1.033716842,0.998507277,1.000418358,1.037393075,1.004661820,0.961474323,1.030619985,0.972708407,1.021952845,0.937764692,0.993300727,1.001649689,0.983337036,0.979175423,0.975429882,0.927490722,0.995256381,42049,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
OPTIMAL,False,Dim.  12,4.275931835,1,0.999105431,1.002139178,0.999764234,0.978571749,0.998657818,0.925983176,1.059124321,0.997595057,1.044596913,1.007657841,0.980325537,0.979133707,1.022595712,1.067034731,0.993501625,0.941314081,0.980559780,0.937518043,0.885936459,0.992701846,1.017462744,0.976346805,0.999849409,42002,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
OPTIMAL,False,Dim.  13,6.400197983,1,0.965878594,1.012616782,0.999214115,0.999148249,0.991797778,0.972427924,1.051733781,0.998051167,1.060243484,0.979266802,0.960651075,0.964381922,1.067228233,1.045224950,0.984128968,0.892913322,0.994287123,0.991421619,0.947522773,0.958389057,0.945777608,0.987806370,0.999849409,41938,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1
OPTIMAL,False,Dim.  14,4.939656973,1,0.992971246,1.018466777,0.999096232,0.992468732,0.996830960,0.990797325,0.998881432,0.985528880,1.066853533,1.040773931,0.990320796,0.956514303,1.042756198,1.000274091,0.943305840,0.992578550,0.998931404,0.929846991,0.981648523,0.955561499,0.968360718,0.997226867,0.999698818,41862,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0
