Date,No2
01/01/2006 00:15:00,38.7228816
01/01/2006 00:30:00,43.6243618
01/01/2006 00:45:00,47.0844414
01/01/2006 01:00:00,
01/01/2006 01:15:00,
01/01/2006 01:30:00,29.7979482
01/01/2006 01:45:00,23.9063622
01/01/2006 02:00:00,27.0388768
01/01/2006 02:15:00,29.922824
01/01/2006 02:30:00,23.434363
01/01/2006 02:45:00,33.7079856
01/01/2006 03:00:00,23.1515302
01/01/2006 03:15:00,21.7053928
01/01/2006 03:30:00,31.3926072
01/01/2006 03:45:00,20.54014
01/01/2006 04:00:00,8.919891
01/01/2006 04:15:00,7.4511392
01/01/2006 04:30:00,12.6494716
01/01/2006 04:45:00,14.0902228
01/01/2006 05:00:00,32.7115768
01/01/2006 05:15:00,18.8539156
01/01/2006 05:30:00,14.8844008
01/01/2006 05:45:00,12.5422824
01/01/2006 06:00:00,5.7810734
01/01/2006 06:15:00,10.7710248
01/01/2006 06:30:00,6.574793
01/01/2006 06:45:00,7.0296404
01/01/2006 07:00:00,7.6532936
01/01/2006 07:15:00,8.6397704
01/01/2006 07:30:00,10.1848076
01/01/2006 07:45:00,9.4470892
01/01/2006 08:00:00,12.2573868
01/01/2006 08:15:00,12.1532154
01/01/2006 08:30:00,10.5074066
01/01/2006 08:45:00,10.0335356
01/01/2006 09:00:00,11.9856702
01/01/2006 09:15:00,8.9107994
01/01/2006 09:30:00,16.1427852
01/01/2006 09:45:00,17.422447
01/01/2006 10:00:00,18.2986786
01/01/2006 10:15:00,18.1754836
01/01/2006 10:30:00,12.7913846
01/01/2006 10:45:00,26.6091268
01/01/2006 11:00:00,20.8678196
01/01/2006 11:15:00,22.606378
01/01/2006 11:30:00,24.3191514
01/01/2006 11:45:00,24.5597732
01/01/2006 12:00:00,19.8867672
01/01/2006 12:15:00,22.594154
01/01/2006 12:30:00,27.875495
01/01/2006 12:45:00,33.967249
01/01/2006 13:00:00,33.0703512
01/01/2006 13:15:00,34.751304
01/01/2006 13:30:00,32.7244884
01/01/2006 13:45:00,35.433174
01/01/2006 14:00:00,31.6354446
01/01/2006 14:15:00,40.1381916
01/01/2006 14:30:00,53.616183
01/01/2006 14:45:00,69.6295848
01/01/2006 15:00:00,46.1094246
01/01/2006 15:15:00,48.605107
01/01/2006 15:30:00,52.7596626
01/01/2006 15:45:00,53.0086502
01/01/2006 16:00:00,49.7439636
01/01/2006 16:15:00,42.1191672
01/01/2006 16:30:00,40.6174106
01/01/2006 16:45:00,25.6576412
01/01/2006 17:00:00,38.3019558
01/01/2006 17:15:00,40.2193666
01/01/2006 17:30:00,31.4602212
01/01/2006 17:45:00,42.5559078
01/01/2006 18:00:00,54.9399658
01/01/2006 18:15:00,57.0858508
01/01/2006 18:30:00,65.8804458
01/01/2006 18:45:00,66.877886
01/01/2006 19:00:00,75.6933
01/01/2006 19:15:00,70.6270632
01/01/2006 19:30:00,65.3378912
01/01/2006 19:45:00,68.6415418
01/01/2006 20:00:00,67.576373
01/01/2006 20:15:00,62.1399782
01/01/2006 20:30:00,61.8364028
01/01/2006 20:45:00,63.0435228
01/01/2006 21:00:00,59.5926112
01/01/2006 21:15:00,54.035046
01/01/2006 21:30:00,52.5624742
01/01/2006 21:45:00,46.1907906
01/01/2006 22:00:00,45.9217098
01/01/2006 22:15:00,32.1940814
01/01/2006 22:30:00,34.993492
01/01/2006 22:45:00,34.7287278
01/01/2006 23:00:00,29.5922794
01/01/2006 23:15:00,30.9402046
01/01/2006 23:30:00,28.9954044
01/01/2006 23:45:00,25.8276312
01/01/2006 00:00:00,27.3898202
01/02/2006 00:15:00,25.392495
01/02/2006 00:30:00,26.8114722
01/02/2006 00:45:00,21.5858268
01/02/2006 01:00:00,
01/02/2006 01:15:00,
01/02/2006 01:30:00,22.823545
01/02/2006 01:45:00,19.8222856
01/02/2006 02:00:00,17.567416
01/02/2006 02:15:00,16.7639936
01/02/2006 02:30:00,14.7811844
01/02/2006 02:45:00,15.037239
