CompTime,ReturnCode,x,F126,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
OPTIMAL,TRUE,Org,6.391458988,0,0.975961962,0.983547463,0.993626260,0.963946949,0.999833160,0.996366572,0.987564465,0.985247586,0.995426279,0.968362548,0.990540095,0.968747486,0.997735907,0.979312333,0.991810807,0.995891832,0.988052439,0.975752007,0.996650523,0.999031871,0.979932798,41528,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,TRUE,Org_kmax_kmin,16.372948170,0,0.975961962,0.983547463,0.993626260,0.963946949,0.999833160,0.996366572,0.987564465,0.985247586,0.995426279,0.968362548,0.990540095,0.968747486,0.997735907,0.979312333,0.991810807,0.995891832,0.988052439,0.975752007,0.996650523,0.999031871,0.979932798,41528,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  1,0.011360884,0,1.019855596,0.968527590,1.109548660,1.055233778,0.958206465,1.050020186,0.944767925,0.985165400,0.994944835,0.983909208,1.052432809,0.995776687,1.039525692,1.003964535,0.988519822,1.032705807,1.017467407,0.902968082,1.033132666,0.940827944,0.920057868,42666,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
OPTIMAL,FALSE,Dim.  2,0.004230022,0,1.032314872,0.948932434,1.065450345,1.042096869,0.964796663,1.050222043,0.936948927,0.922005342,1.019618857,0.959928485,1.071609284,1.007079077,1.040139683,0.967274562,1.016416654,1.041799617,1.008751861,0.968881077,1.029104241,0.970181621,0.899057308,42562,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
OPTIMAL,FALSE,Dim.  3,0.012295008,0,1.026943735,0.964460671,1.084770745,1.028078570,0.983441084,1.062414211,0.931292630,0.924676392,0.996509529,0.991021804,1.095919041,0.999316226,1.021489696,0.968463923,1.002946579,1.009293235,0.973453898,0.984939879,0.994161046,0.941331371,0.977179391,42479,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  4,0.136132002,0,0.972307828,1.015435807,1.058359559,1.068580542,0.918456726,1.045619701,0.918690734,0.970947195,1.036148445,1.005013798,0.999963334,1.024977878,1.032272919,1.018344987,0.952204194,1.005902999,0.977775357,0.939040467,1.027022134,0.950005809,0.999346649,42351,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  5,0.235594034,0,1.055428370,1.039698678,1.082858622,1.043272056,0.988196038,0.993742430,0.898644152,0.921964249,1.062547643,0.962688017,0.999376673,1.046778216,1.043708508,1.002090391,1.040333690,0.948627951,0.970911864,0.961171254,0.967772598,0.917283042,0.998599963,42333,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  6,0.162653923,0,1.056881219,0.973472595,1.007688324,1.004155125,0.986277372,1.048445700,0.999792048,0.923566879,1.049869609,1.006762797,0.999156675,1.024012549,1.006331786,0.967779139,1.072095515,0.988194001,0.949014054,0.983981145,0.943918888,0.977810479,0.994633190,42295,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
OPTIMAL,FALSE,Dim.  7,0.177092075,0,1.084133134,0.915287919,1.040473250,1.004155125,0.990698644,1.025393621,0.994510065,0.987918636,1.048304915,0.985347274,0.996516701,1.000965329,0.989715645,0.996576083,0.988940762,1.014478302,0.981987871,0.941956617,1.011451591,0.905936568,0.988613030,42234,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  8,0.607478857,0,1.005679317,0.964784176,0.989602836,1.066272140,0.987236705,1.083286233,0.998877059,0.998643928,1.000682046,0.983753741,0.998276684,1.000804441,0.979853410,0.996684207,0.990471453,0.939653797,0.993753858,0.949426757,1.003440004,0.975448244,0.975452679,42103,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
