file,rcsv_success,rcsv_header_precision,rcsv_header_recall,rcsv_header_f1,rcsv_record_precision,rcsv_record_recall,rcsv_record_f1,rcsv_cell_precision,rcsv_cell_recall,rcsv_cell_f1
moj-aramis-data-march-11.csv,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.9996723460026212,0.9996723460026212,0.9996723460026212
April-2011-for-publication.csv,1,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.9996176493079453,0.9996176493079453,0.9996176493079453
tetranatrolite.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scottish_law_commission-2011-03-31-organogram-junior.csv,1,0.3,0.3,0.3,1.0,1.0,1.0,0.3,0.3,0.3
PLA_6%Talc-1hz.csv,1,0.0,0.0,0.0,0.994535519125683,1.0,0.9972602739726028,0.3360655737704918,0.336986301369863,0.33652530779753764
ResultsOR30x250-0.25_7.dat.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ResultsOR30x100-0.50_5.dat__m23.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auto_Tone_sub242_nov.csv,1,0.0,0.0,0.0,0.9964285714285714,1.0,0.998211091234347,0.9937722419928826,0.9973214285714286,0.9955436720142603
ResultsOR30x100-0.25_10.dat__m21Infos.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
narrow.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ResultsOR30x250-0.75_9.datInfos.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nati-clin-audi-bowe-canc-2017-tran-main-fiel-list.csv,1,0.125,0.125,0.125,0.9259259259259259,0.9090909090909091,0.9174311926605504,0.9795454545454545,0.9620535714285714,0.9707207207207207
senior-staff-march-2020.csv,1,0.29411764705882354,0.29411764705882354,0.29411764705882354,1.0,1.0,1.0,0.9943074003795066,0.9943074003795066,0.9943074003795066
1% nano+20% micro.csv,1,0.5,0.5,0.5,0.0,0.0,0.0,0.4514991181657848,0.4514991181657848,0.4514991181657848
ResultsOR30x100-0.75_10.dat__m13.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dwp-cmg-spend-1214.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
Batch_3250493_batch_results.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9690721649484536
mos-oct-dec-2014.csv,1,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,0.8103448275862069,0.8952380952380952,0.9953703703703703,0.8097928436911488,0.893042575285566
locations-1998.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
public-toilet-borough-grid.csv,1,0.3888888888888889,0.3888888888888889,0.3888888888888889,1.0,1.0,1.0,0.9825396825396825,0.9825396825396825,0.9825396825396825
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8956521739130435,0.6094674556213018,0.7253521126760564,0.9688109161793372,0.6496732026143791,0.7777777777777779
download (10).csv,1,0.25,0.25,0.25,1.0,1.0,1.0,0.9942307692307693,0.9942307692307693,0.9942307692307693
2004-2016.csv,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9782383419689119,0.9782383419689119,0.9782383419689119,0.9977817213842058,0.9977817213842058,0.9977817213842058
fr_hypo1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% SiO2_003.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4474217844727694,0.4474217844727694,0.4474217844727694
ResultsOR30x250-0.75_2.dat.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.7763157894736842,0.7763157894736842,0.7763157894736842
Auto_Tone_sub205_over.csv,1,0.0,0.0,0.0,0.08928571428571429,0.08960573476702509,0.08944543828264757,0.87144128113879,0.8745535714285714,0.8729946524064172
fr_RG65_pageid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.9314565483476133,0.9314565483476133,0.9314565483476133
Sun2014-Rs.csv,1,0.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091,0.8333333333333334,0.8695652173913043
ResultsOR30x250-0.50_4.dat.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ResultsOR30x250-0.75_4.datInfos.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trinity-house__31-03-2015__dft_310315-Trinity-House-Organogram-ver-1-junior.csv,1,0.3,0.3,0.3,0.07874015748031496,0.07874015748031496,0.07874015748031496,0.89765625,0.89765625,0.89765625
Feb-2016.csv,1,1.0,1.0,1.0,1.0,0.92,0.9583333333333334,1.0,0.9230769230769231,0.9600000000000001
dd_Wickenburg_nobmp_623.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
over25k-transparency.csv,1,0.5,0.5,0.5,1.0,1.0,1.0,0.9973544973544973,0.9973544973544973,0.9973544973544973
Copy_of_2016-17_Q3_Final_V2.csv,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9959893048128342,0.9959893048128342,0.9959893048128342,0.9985536270583,0.9985536270583,0.9985536270583
10.January_2019.csv,1,0.5,0.5,0.5,1.0,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9907407407407407
ResultsOR30x100-0.25_5.dat__m28.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ResultsOR30x100-0.75_1.dat__m21Infos.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erionite.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
download (6).csv,1,0.25,0.25,0.25,1.0,1.0,1.0,0.9889705882352942,0.9889705882352942,0.9889705882352942
ResultsOR30x250-0.75_3.dat.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takakai2008-ch4.csv,1,0.0,0.0,0.0,1.0,0.9166666666666666,0.9565217391304348,0.9166666666666666,0.8461538461538461,0.8799999999999999
S30out.csv,1,0.0011086474501108647,0.0033112582781456954,0.0016611295681063123,0.6655629139072847,0.39880952380952384,0.4987593052109181,0.5571237715268754,0.9980263589272834,0.7150746391365116
LOS_1050CFit.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8002329644729179,1.0,0.8890326755095439
student_loans_company_limited-2011-09-30-organogram-senior.csv,1,0.2631578947368421,0.2631578947368421,0.2631578947368421,1.0,1.0,1.0,0.9181286549707602,0.9181286549707602,0.9181286549707602
OccurrenceData351.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_1.datInfos.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kokad pollen.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
